Departamento,date,sum_ValorObservado
<nil>,2014-04-01,11.729166666666666
<nil>,2014-04-02,11.225
<nil>,2014-04-03,10.266666666666666
<nil>,2014-04-04,10.783333333333333
<nil>,2014-04-05,12.35
<nil>,2014-04-06,12.104166666666666
<nil>,2014-04-07,10.758333333333333
<nil>,2014-04-08,9.825000000000001
<nil>,2014-04-09,10.762500000000003
<nil>,2014-04-10,9.991666666666667
<nil>,2014-04-11,10.729166666666666
<nil>,2014-04-12,10.862499999999999
<nil>,2014-04-13,10.575000000000001
<nil>,2014-04-14,11.145833333333334
<nil>,2014-04-15,11.404166666666667
<nil>,2014-04-16,10.875
<nil>,2014-04-17,11.329166666666666
<nil>,2014-04-18,11.754166666666668
<nil>,2014-04-19,11.333333333333336
<nil>,2014-04-20,11.924999999999999
<nil>,2014-04-21,11.370833333333335
<nil>,2014-04-22,10.6625
<nil>,2014-04-23,11.283333333333333
<nil>,2014-04-24,10.862499999999999
<nil>,2014-04-25,11.704166666666666
<nil>,2014-04-26,11.325000000000001
<nil>,2014-04-27,11.079166666666666
<nil>,2014-04-28,11.887500000000001
<nil>,2014-04-29,11.379166666666665
<nil>,2014-04-30,10.81666666666667
<nil>,2014-05-01,9.64583333333333
<nil>,2014-05-02,10.1
<nil>,2014-05-03,8.675
<nil>,2014-05-04,11.3375
<nil>,2014-05-05,12.570833333333333
<nil>,2014-05-06,10.825000000000001
<nil>,2014-05-07,11.379166666666668
<nil>,2014-05-08,11.025
<nil>,2014-05-09,11.029166666666669
<nil>,2014-05-10,11.429166666666667
<nil>,2014-05-11,11.000000000000002
<nil>,2014-05-12,10.729166666666666
<nil>,2014-05-13,11.025
<nil>,2014-05-14,11.787500000000001
<nil>,2014-05-15,12.066666666666668
<nil>,2014-05-16,11.399999999999999
<nil>,2014-05-17,11.237500000000002
<nil>,2014-05-18,10.358333333333334
<nil>,2014-05-19,10.695833333333333
<nil>,2014-05-20,11.037500000000001
<nil>,2014-05-21,11.279166666666667
<nil>,2014-05-22,11.7125
<nil>,2014-05-23,11.675000000000002
<nil>,2014-05-24,11.6625
<nil>,2014-05-25,11.975000000000001
<nil>,2014-05-26,13.158333333333333
<nil>,2014-05-27,12.608333333333333
<nil>,2014-05-28,11.604166666666666
<nil>,2014-05-29,10.583333333333334
<nil>,2014-05-30,11.158333333333331
<nil>,2014-05-31,11.387499999999998
<nil>,2014-06-01,11.308333333333335
<nil>,2014-06-02,12.31666666666667
<nil>,2014-06-03,11.258333333333333
<nil>,2014-06-04,11.095833333333333
<nil>,2014-06-05,11.708333333333334
<nil>,2014-06-06,11.970833333333331
<nil>,2014-06-07,11.133333333333331
<nil>,2014-06-08,11.825000000000001
<nil>,2014-06-09,11.433333333333335
<nil>,2014-06-10,10.633333333333333
<nil>,2014-06-11,10.5625
<nil>,2014-06-12,11.779166666666667
<nil>,2014-06-13,11.716666666666667
<nil>,2014-06-14,10.779166666666667
<nil>,2014-06-15,10.216666666666667
<nil>,2014-06-16,9.395833333333332
<nil>,2014-06-17,10.762500000000001
<nil>,2014-06-18,11.325000000000001
<nil>,2014-06-19,11.158333333333333
<nil>,2014-06-20,10.779166666666667
<nil>,2014-06-21,11.079166666666666
<nil>,2014-06-22,11.829166666666667
<nil>,2014-06-23,10.883333333333331
<nil>,2014-06-24,11.129166666666668
<nil>,2014-06-25,11.433333333333332
<nil>,2014-06-26,10.533333333333333
<nil>,2014-06-27,12.083333333333336
<nil>,2014-06-28,11.137500000000001
<nil>,2014-06-29,11.366666666666665
<nil>,2014-06-30,11.958333333333334
<nil>,2014-07-01,10.858333333333333
<nil>,2014-07-02,11.149999999999999
<nil>,2014-07-03,11.404166666666669
<nil>,2014-07-04,10.645833333333332
<nil>,2014-07-05,10.729166666666666
<nil>,2014-07-06,12.116666666666667
<nil>,2014-07-07,11.170833333333334
<nil>,2014-07-08,10.595833333333333
<nil>,2014-07-09,11.299999999999999
<nil>,2014-07-10,11.616666666666667
<nil>,2014-07-11,11.25
<nil>,2014-07-12,11.1875
<nil>,2014-07-13,10.795833333333334
<nil>,2014-07-14,10.025000000000002
<nil>,2014-07-15,11.120833333333332
<nil>,2014-07-16,11.041666666666666
<nil>,2014-07-17,10.245833333333332
<nil>,2014-07-18,11.020833333333334
<nil>,2014-07-19,10.595833333333335
<nil>,2014-07-20,10.716666666666667
<nil>,2014-07-21,10.120833333333334
<nil>,2014-07-22,10.958333333333334
<nil>,2014-07-23,10.220833333333333
<nil>,2014-07-24,10.591666666666669
<nil>,2014-07-25,9.704166666666666
<nil>,2014-07-26,10.583333333333334
<nil>,2014-07-27,11.3375
<nil>,2014-07-28,10.4125
<nil>,2014-07-29,10.641666666666666
<nil>,2014-07-30,10.025
<nil>,2014-07-31,10.14166666666667
<nil>,2014-08-01,9.395833333333334
<nil>,2014-08-02,10.3625
<nil>,2014-08-03,10.75
<nil>,2014-08-04,10.241666666666669
<nil>,2014-08-05,11.154166666666663
<nil>,2014-08-06,9.495833333333332
<nil>,2014-08-07,10.741666666666665
<nil>,2014-08-08,10.558333333333335
<nil>,2014-08-09,10.075
<nil>,2014-08-10,10.725000000000001
<nil>,2014-08-11,10.645833333333334
<nil>,2014-08-12,10.6625
<nil>,2014-08-13,10.350000000000001
<nil>,2014-08-14,9.79166666666667
<nil>,2014-08-15,9.420833333333334
<nil>,2014-08-16,9.854166666666666
<nil>,2014-08-17,10.645833333333332
<nil>,2014-08-18,11.670833333333333
<nil>,2014-08-19,11.114285714285714
<nil>,2017-02-10,17.914285714285715
<nil>,2017-02-14,31.2
<nil>,2017-03-22,15.200000000000001
<nil>,2017-03-23,19.830000000000013
<nil>,2017-03-27,19.252631578947373
<nil>,2017-04-17,23.061111111111106
<nil>,2017-04-18,22.460937500000004
<nil>,2017-04-19,21.913596491228066
<nil>,2017-08-19,25.490909090909096
<nil>,2017-08-20,25.8625
<nil>,2017-08-21,27.011764705882353
<nil>,2017-08-27,24.61428571428571
<nil>,2017-08-28,25.39333333333333
<nil>,2018-02-01,25.125
<nil>,2018-02-02,22.941176470588232
<nil>,2018-02-03,21.702739726027403
<nil>,2018-02-04,22.381428571428575
<nil>,2018-02-05,24.827777777777776
<nil>,2018-02-08,25.385416666666668
<nil>,2018-02-10,24.14022988505747
<nil>,2018-02-11,23.841698841698847
<nil>,2018-02-12,21.965517241379303
<nil>,2018-02-13,20.998734177215194
AMAZONAS,2007-05-18,20.25
AMAZONAS,2007-05-19,19.20909090909091
AMAZONAS,2007-05-26,19.575
AMAZONAS,2007-05-27,18.8375
AMAZONAS,2007-05-28,19.82
AMAZONAS,2007-05-29,19.681250000000002
AMAZONAS,2007-05-30,20.134999999999998
AMAZONAS,2007-05-31,19.760869565217387
AMAZONAS,2007-06-01,19.277272727272727
AMAZONAS,2007-06-02,19.037499999999998
AMAZONAS,2007-06-03,18.73333333333333
AMAZONAS,2007-06-04,17.892307692307693
AMAZONAS,2007-06-16,26.425
AMAZONAS,2007-06-17,25.191666666666666
AMAZONAS,2007-06-18,25.86666666666666
AMAZONAS,2007-06-19,25.272222222222222
AMAZONAS,2007-06-20,28.056250000000002
AMAZONAS,2007-06-21,24.82105263157895
AMAZONAS,2007-06-22,24.85238095238095
AMAZONAS,2007-06-23,25.10833333333333
AMAZONAS,2007-06-24,25.491666666666664
AMAZONAS,2007-06-25,25.474999999999994
AMAZONAS,2007-06-26,26.19545454545454
AMAZONAS,2007-06-27,26.66666666666667
AMAZONAS,2007-06-28,25.428571428571427
AMAZONAS,2007-06-29,27.243750000000002
AMAZONAS,2007-06-30,25.71
AMAZONAS,2007-07-01,27.080000000000002
AMAZONAS,2007-07-02,26.125
AMAZONAS,2007-07-03,27.1875
AMAZONAS,2007-07-04,25.741176470588233
AMAZONAS,2007-07-05,26.773333333333337
AMAZONAS,2007-07-06,27.435714285714287
AMAZONAS,2007-07-07,27.32777777777778
AMAZONAS,2007-07-08,25.69333333333333
AMAZONAS,2007-07-09,26.8125
AMAZONAS,2007-07-10,25.957142857142863
AMAZONAS,2007-07-11,24.81111111111111
AMAZONAS,2007-07-12,26.077777777777776
AMAZONAS,2007-07-13,25.282608695652176
AMAZONAS,2007-07-14,26.02608695652174
AMAZONAS,2007-07-15,25.057142857142857
AMAZONAS,2007-07-16,26.88235294117647
AMAZONAS,2007-07-17,27.159999999999997
AMAZONAS,2007-07-18,26.152173913043477
AMAZONAS,2007-07-19,24.705555555555556
AMAZONAS,2007-07-20,26.882352941176467
AMAZONAS,2007-07-21,22.7375
AMAZONAS,2007-08-14,26.625
AMAZONAS,2007-08-15,25.065
AMAZONAS,2007-08-16,25.443749999999998
AMAZONAS,2007-08-17,26.85333333333333
AMAZONAS,2007-08-18,27.071428571428573
AMAZONAS,2007-08-19,26.550000000000008
AMAZONAS,2007-08-20,26.916666666666668
AMAZONAS,2007-08-21,26.78235294117647
AMAZONAS,2007-08-22,28.328571428571433
AMAZONAS,2007-08-23,25.926315789473687
AMAZONAS,2007-08-24,27.03478260869565
AMAZONAS,2007-08-25,27.062499999999996
AMAZONAS,2007-08-26,27.64583333333334
AMAZONAS,2007-08-27,27.674999999999997
AMAZONAS,2007-08-28,26.384210526315787
AMAZONAS,2007-08-29,23.160000000000004
AMAZONAS,2007-09-03,27.0125
AMAZONAS,2007-09-04,26.28235294117647
AMAZONAS,2007-09-05,25.366666666666667
AMAZONAS,2007-09-06,24.733333333333334
AMAZONAS,2007-09-07,27.25
AMAZONAS,2007-09-08,26.9
AMAZONAS,2007-09-09,27.654545454545453
AMAZONAS,2007-09-10,27.78571428571429
AMAZONAS,2007-09-11,28.45
AMAZONAS,2007-09-12,26.316666666666666
AMAZONAS,2007-09-13,27.525000000000002
AMAZONAS,2007-09-14,24.645454545454548
AMAZONAS,2007-09-17,25.900000000000002
AMAZONAS,2007-09-19,23.883333333333336
AMAZONAS,2007-09-20,28.229999999999997
AMAZONAS,2007-09-21,24.400000000000002
AMAZONAS,2007-09-22,27.942857142857147
AMAZONAS,2007-09-23,25.85
AMAZONAS,2007-09-25,25.076923076923077
AMAZONAS,2007-09-26,27.48
AMAZONAS,2008-04-09,24.339999999999996
AMAZONAS,2008-04-10,23.890909090909087
AMAZONAS,2008-04-11,25.995454545454546
AMAZONAS,2008-04-12,25.739130434782613
AMAZONAS,2008-04-13,26.394444444444442
AMAZONAS,2008-04-14,26.786666666666665
AMAZONAS,2008-04-15,26.92222222222222
AMAZONAS,2008-04-16,24.22631578947368
AMAZONAS,2008-04-17,26.36521739130435
AMAZONAS,2008-04-18,25.499999999999993
AMAZONAS,2008-04-19,26.28
AMAZONAS,2008-04-20,24.986363636363635
AMAZONAS,2008-04-21,25.15416666666667
AMAZONAS,2008-04-22,25.568750000000005
AMAZONAS,2008-04-23,25.97692307692308
AMAZONAS,2008-04-24,27.13888888888889
AMAZONAS,2008-04-25,26.508333333333336
AMAZONAS,2008-04-26,25.77916666666667
AMAZONAS,2008-04-27,26.345833333333328
AMAZONAS,2008-04-28,25.370833333333334
AMAZONAS,2008-04-29,26.07916666666667
AMAZONAS,2008-04-30,26.650000000000006
AMAZONAS,2008-05-01,24.45416666666667
AMAZONAS,2008-05-02,25.375
AMAZONAS,2008-05-03,23.92916666666666
AMAZONAS,2008-05-04,24.44583333333333
AMAZONAS,2008-05-05,23.436363636363637
AMAZONAS,2008-05-06,27.0875
AMAZONAS,2008-05-07,26.254166666666666
AMAZONAS,2008-05-08,26.458333333333332
AMAZONAS,2008-05-09,23.685714285714283
AMAZONAS,2008-05-10,24.34583333333333
AMAZONAS,2008-05-11,25.504166666666666
AMAZONAS,2008-05-12,23.54583333333333
AMAZONAS,2008-05-13,24.23333333333333
AMAZONAS,2008-05-14,25.01304347826087
AMAZONAS,2008-05-15,26.870833333333337
AMAZONAS,2008-05-16,24.375
AMAZONAS,2008-05-17,25.72083333333333
AMAZONAS,2008-05-18,25.99166666666666
AMAZONAS,2008-05-19,25.67916666666667
AMAZONAS,2008-05-20,25.291666666666668
AMAZONAS,2008-05-21,26.141666666666666
AMAZONAS,2008-05-22,26.54166666666666
AMAZONAS,2008-05-23,26.737499999999997
AMAZONAS,2008-05-24,25.33333333333333
AMAZONAS,2008-05-25,24.79583333333333
AMAZONAS,2008-05-26,24.57083333333333
AMAZONAS,2008-05-27,24.625
AMAZONAS,2008-05-28,24.70434782608696
AMAZONAS,2008-05-29,25.545833333333334
AMAZONAS,2008-05-30,25.850000000000005
AMAZONAS,2008-05-31,23.830434782608698
AMAZONAS,2008-06-01,22.67916666666667
AMAZONAS,2008-06-02,21.337500000000002
AMAZONAS,2008-06-03,23.566666666666666
AMAZONAS,2008-06-04,24.604166666666668
AMAZONAS,2008-06-05,26.337499999999995
AMAZONAS,2008-06-06,25.710526315789473
AMAZONAS,2008-06-07,24.82
AMAZONAS,2008-06-08,26.782352941176473
AMAZONAS,2008-06-09,27.25714285714286
AMAZONAS,2008-06-10,28.081818181818186
AMAZONAS,2008-06-11,27.900000000000002
AMAZONAS,2008-06-12,26.829166666666662
AMAZONAS,2008-06-13,26.670833333333338
AMAZONAS,2008-06-14,26.112499999999997
AMAZONAS,2008-06-15,27.32083333333333
AMAZONAS,2008-06-16,25.90416666666667
AMAZONAS,2008-06-17,24.243478260869566
AMAZONAS,2008-06-18,23.57083333333333
AMAZONAS,2008-06-19,25.337500000000002
AMAZONAS,2008-06-20,26.208333333333332
AMAZONAS,2008-06-21,26.033333333333335
AMAZONAS,2008-06-22,25.549999999999994
AMAZONAS,2008-06-23,23.5
AMAZONAS,2008-06-25,23.778260869565216
AMAZONAS,2008-06-26,22.325
AMAZONAS,2008-06-27,24.166666666666668
AMAZONAS,2008-06-28,25.486956521739128
AMAZONAS,2008-06-29,26.375000000000004
AMAZONAS,2008-06-30,26.358333333333334
AMAZONAS,2008-07-01,26.95
AMAZONAS,2008-07-02,26.774999999999995
AMAZONAS,2008-07-03,26.72916666666666
AMAZONAS,2008-07-04,27.922727272727272
AMAZONAS,2008-07-05,25.92916666666667
AMAZONAS,2008-07-06,24.713043478260875
AMAZONAS,2008-07-07,24.925
AMAZONAS,2008-07-08,25.891666666666662
AMAZONAS,2008-07-09,24.950000000000003
AMAZONAS,2008-07-10,25.004347826086956
AMAZONAS,2008-07-11,24.60416666666667
AMAZONAS,2008-07-12,25.266666666666666
AMAZONAS,2008-07-13,25.747826086956525
AMAZONAS,2008-07-14,26.05
AMAZONAS,2008-07-15,26.183333333333334
AMAZONAS,2008-07-16,25.45
AMAZONAS,2008-07-17,25.929166666666664
AMAZONAS,2008-07-18,26.745833333333334
AMAZONAS,2008-07-19,23.7
AMAZONAS,2008-07-20,25.26086956521739
AMAZONAS,2008-07-21,24.575
AMAZONAS,2008-07-22,25.36666666666667
AMAZONAS,2008-07-23,24.912499999999998
AMAZONAS,2008-07-24,25.195833333333336
AMAZONAS,2008-07-25,25.833333333333332
AMAZONAS,2008-07-26,25.71764705882353
AMAZONAS,2008-07-27,29.40714285714285
AMAZONAS,2008-07-28,25.561904761904763
AMAZONAS,2008-07-29,25.341666666666665
AMAZONAS,2008-07-30,25.578260869565216
AMAZONAS,2008-07-31,25.712500000000002
AMAZONAS,2008-08-01,27.54166666666666
AMAZONAS,2008-08-02,27.520833333333332
AMAZONAS,2008-08-03,26.620833333333334
AMAZONAS,2008-08-04,25.735294117647054
AMAZONAS,2008-08-05,26.664705882352937
AMAZONAS,2008-08-06,26.21666666666667
AMAZONAS,2008-08-07,24.979166666666668
AMAZONAS,2008-08-08,26.320833333333336
AMAZONAS,2008-08-09,25.920833333333334
AMAZONAS,2008-08-10,26.120833333333326
AMAZONAS,2008-08-11,26.816666666666663
AMAZONAS,2008-08-12,28.14166666666667
AMAZONAS,2008-08-13,26.025000000000002
AMAZONAS,2008-08-14,27.376470588235293
AMAZONAS,2008-08-15,29.512500000000003
AMAZONAS,2008-08-16,27.375
AMAZONAS,2008-08-17,26.8
AMAZONAS,2008-08-18,26.941666666666666
AMAZONAS,2008-08-19,25.533333333333335
AMAZONAS,2008-08-20,25.412499999999998
AMAZONAS,2008-08-21,26.608333333333324
AMAZONAS,2008-08-22,25.25833333333334
AMAZONAS,2008-08-23,25.587499999999995
AMAZONAS,2008-08-24,26.416666666666668
AMAZONAS,2008-08-25,25.186956521739127
AMAZONAS,2008-08-26,26.320833333333336
AMAZONAS,2008-08-27,24.025000000000002
AMAZONAS,2008-08-28,27.152173913043484
AMAZONAS,2008-08-29,28.000000000000004
AMAZONAS,2008-08-30,24.752380952380957
AMAZONAS,2008-08-31,26.30454545454545
AMAZONAS,2008-09-01,25.034782608695647
AMAZONAS,2008-09-02,26.74166666666667
AMAZONAS,2008-09-03,25.61666666666667
AMAZONAS,2008-09-04,27.379166666666663
AMAZONAS,2008-09-05,25.362499999999997
AMAZONAS,2008-09-06,26.150000000000002
AMAZONAS,2008-09-07,26.670833333333334
AMAZONAS,2008-09-08,25.662499999999998
AMAZONAS,2008-09-09,26.025000000000002
AMAZONAS,2008-09-10,25.45833333333334
AMAZONAS,2008-09-11,26.113636363636363
AMAZONAS,2008-09-12,26.650000000000002
AMAZONAS,2008-09-13,26.53333333333333
AMAZONAS,2008-09-14,24.724999999999998
AMAZONAS,2008-09-15,25.712499999999995
AMAZONAS,2008-09-16,24.20416666666667
AMAZONAS,2008-09-17,24.979166666666657
AMAZONAS,2008-09-18,25.70416666666667
AMAZONAS,2008-09-19,27.86666666666667
AMAZONAS,2008-09-20,28.05
AMAZONAS,2008-09-21,23.94583333333333
AMAZONAS,2008-09-22,22.224999999999998
AMAZONAS,2008-09-23,24.41304347826087
AMAZONAS,2008-09-24,27.162500000000005
AMAZONAS,2008-09-26,25.04090909090909
AMAZONAS,2008-09-27,26.724999999999998
AMAZONAS,2008-09-28,27.216666666666665
AMAZONAS,2008-09-29,28.8
AMAZONAS,2008-09-30,27.362499999999997
AMAZONAS,2008-10-01,26.333333333333332
AMAZONAS,2008-10-02,28.525000000000006
AMAZONAS,2008-10-03,28.24166666666666
AMAZONAS,2008-10-04,27.97826086956522
AMAZONAS,2008-10-05,28.62499999999999
AMAZONAS,2008-10-06,24.916666666666668
AMAZONAS,2008-10-07,25.483333333333338
AMAZONAS,2008-10-08,25.8625
AMAZONAS,2008-10-09,27.104166666666668
AMAZONAS,2008-10-10,27.312500000000004
AMAZONAS,2008-10-11,27.499999999999996
AMAZONAS,2008-10-12,26.575000000000003
AMAZONAS,2008-10-13,24.34545454545454
AMAZONAS,2008-10-14,24.990909090909096
AMAZONAS,2008-10-15,26.375
AMAZONAS,2008-10-16,26.495833333333334
AMAZONAS,2008-10-17,26.541666666666668
AMAZONAS,2008-10-18,26.72916666666667
AMAZONAS,2008-10-19,26.733333333333334
AMAZONAS,2008-10-20,26.286956521739125
AMAZONAS,2008-10-21,25.599999999999994
AMAZONAS,2008-10-22,24.195833333333336
AMAZONAS,2008-10-23,26.308333333333334
AMAZONAS,2008-10-24,25.082608695652176
AMAZONAS,2008-10-25,27.479166666666668
AMAZONAS,2008-10-26,25.691666666666663
AMAZONAS,2008-10-27,27.741666666666664
AMAZONAS,2008-10-28,26.582608695652176
AMAZONAS,2008-10-29,27.7625
AMAZONAS,2008-10-30,27.66818181818181
AMAZONAS,2008-10-31,26.950000000000003
AMAZONAS,2008-11-01,26.043478260869566
AMAZONAS,2008-11-02,25.99130434782609
AMAZONAS,2008-11-03,25.770833333333332
AMAZONAS,2008-11-04,26.047826086956523
AMAZONAS,2008-11-05,27.495833333333334
AMAZONAS,2008-11-06,27.791666666666668
AMAZONAS,2008-11-07,28.704166666666666
AMAZONAS,2008-11-08,29.15
AMAZONAS,2008-11-09,26.858333333333334
AMAZONAS,2008-11-10,26.760869565217387
AMAZONAS,2008-11-11,27.637500000000003
AMAZONAS,2008-11-12,27.54583333333333
AMAZONAS,2008-11-13,27.91739130434783
AMAZONAS,2008-11-14,27.59090909090909
AMAZONAS,2008-11-15,26.247826086956525
AMAZONAS,2008-11-16,26.387500000000003
AMAZONAS,2008-11-17,28.004166666666674
AMAZONAS,2008-11-18,25.59583333333333
AMAZONAS,2008-11-19,26.879166666666666
AMAZONAS,2008-11-20,28.504166666666674
AMAZONAS,2008-11-21,26.1125
AMAZONAS,2008-11-22,25.562500000000004
AMAZONAS,2008-11-23,26.90833333333333
AMAZONAS,2008-11-24,27.004166666666666
AMAZONAS,2008-11-25,25.474999999999998
AMAZONAS,2008-11-26,25.927272727272733
AMAZONAS,2008-11-27,25.64583333333333
AMAZONAS,2008-11-28,27.262500000000003
AMAZONAS,2008-11-29,26.816666666666666
AMAZONAS,2008-11-30,24.399999999999995
AMAZONAS,2008-12-01,25.825000000000003
AMAZONAS,2008-12-02,27.162499999999998
AMAZONAS,2008-12-03,27.566666666666674
AMAZONAS,2008-12-04,25.316666666666666
AMAZONAS,2008-12-05,27.10666666666667
AMAZONAS,2008-12-06,25.840909090909097
AMAZONAS,2008-12-07,27.59047619047619
AMAZONAS,2008-12-08,28.707142857142856
AMAZONAS,2008-12-09,28.173684210526314
AMAZONAS,2008-12-10,26.962500000000002
AMAZONAS,2008-12-11,25.613043478260867
AMAZONAS,2008-12-12,26.245833333333337
AMAZONAS,2008-12-13,24.562500000000004
AMAZONAS,2008-12-14,28.011111111111106
AMAZONAS,2008-12-15,27.137500000000003
AMAZONAS,2008-12-16,28.7
AMAZONAS,2008-12-17,27.854166666666668
AMAZONAS,2008-12-18,25.12105263157895
