Departamento,year,month,agg_ValorObservado
ATLANTICO,2009,9,28.867967479674803
ATLANTICO,2009,10,28.52826704545455
ATLANTICO,2009,11,28.78211920529802
ATLANTICO,2009,12,27.869999999999997
ATLANTICO,2010,1,27.19237147595356
ATLANTICO,2010,2,27.26439790575916
ATLANTICO,2010,3,28.28995568685377
ATLANTICO,2010,4,28.274085365853658
ATLANTICO,2010,5,28.7634460547504
ATLANTICO,2010,6,29.03488943488944
ATLANTICO,2010,7,28.564754098360655
ATLANTICO,2010,8,28.623923444976082
ATLANTICO,2010,9,28.100416666666664
ATLANTICO,2010,10,28.101587301587315
ATLANTICO,2010,11,27.35161744022504
