Departamento,year,day,agg_ValorObservado
ARAUCA,2016,8,7.03608695652174
ARAUCA,2016,9,7.06
ARAUCA,2016,10,7.1187499999999995
ARAUCA,2016,11,7.0924999999999985
ARAUCA,2016,12,7.668695652173913
ARAUCA,2016,13,7.8762500000000015
ARAUCA,2016,14,5.204999999999999
ARAUCA,2016,15,5.11375
ARAUCA,2017,1,2.744583333333333
ARAUCA,2017,2,2.985
ARAUCA,2017,3,3.363333333333333
ARAUCA,2017,4,1.4709999999999999
ARAUCA,2017,9,3.091818181818181
ARAUCA,2017,10,4.058749999999999
ARAUCA,2017,11,3.08625
ARAUCA,2017,12,2.275
ARAUCA,2017,13,2.9158333333333335
ARAUCA,2017,14,3.1304166666666666
ARAUCA,2017,15,3.27
ARAUCA,2018,1,2.5277777777777772
ARAUCA,2018,2,1.8999999999999997
ARAUCA,2018,3,2.008695652173913
ARAUCA,2018,4,3.372222222222222
ARAUCA,2018,5,3.115384615384616
ARAUCA,2018,6,3.4411764705882355
ARAUCA,2018,7,3.266666666666667
ARAUCA,2018,8,3.1
ARAUCA,2018,9,2.0785714285714287
ARAUCA,2018,10,4.16
ARAUCA,2018,11,2.622727272727273
ARAUCA,2018,12,2.372222222222222
ARAUCA,2018,13,2.6374999999999997
ARAUCA,2018,14,2.7052631578947364
ARAUCA,2018,15,2.3055555555555554
ARAUCA,2019,1,4.700000000000001
ARAUCA,2019,2,4.629166666666666
ARAUCA,2019,3,1.894736842105263
ARAUCA,2019,4,2.939130434782609
ARAUCA,2019,5,4.729166666666667
ARAUCA,2019,6,5.254166666666667
ARAUCA,2019,7,4.521739130434782
ARAUCA,2019,8,4.312499999999999
ARAUCA,2019,9,3.9347826086956523
ARAUCA,2019,10,0.75
ARAUCA,2020,1,26.022916666666664
ARAUCA,2020,2,25.704166666666666
ARAUCA,2020,3,25.187500000000004
ARAUCA,2020,4,25.836363636363625
ARAUCA,2020,5,26.19166666666666
ARAUCA,2020,6,26.06041666666667
ARAUCA,2020,7,26.58541666666666
ARAUCA,2020,8,25.809302325581395
ARAUCA,2020,9,25.650000000000002
ARAUCA,2020,10,25.964583333333337
ARAUCA,2020,11,25.59583333333333
ARAUCA,2020,12,25.604166666666668
ARAUCA,2020,13,25.185416666666665
ARAUCA,2020,14,25.718750000000004
ARAUCA,2020,15,26.637500000000006
ARAUCA,2021,1,2.6041666666666674
ARAUCA,2021,2,2.5458333333333334
ARAUCA,2021,3,4.3875
ARAUCA,2021,4,3.4699999999999998
ARAUCA,2021,9,14.009259259259261
ARAUCA,2021,10,16.675
ARAUCA,2021,11,17.306944444444444
ARAUCA,2021,12,17.615277777777774
ARAUCA,2021,13,17.750000000000004
ARAUCA,2021,14,18.200000000000003
ARAUCA,2021,15,18.272222222222226
ARAUCA,2022,1,4.291666666666667
ARAUCA,2022,2,3.6458333333333335
ARAUCA,2022,3,3.4318181818181817
ARAUCA,2022,4,4.1208333333333345
ARAUCA,2022,5,3.5541666666666676
ARAUCA,2022,6,2.8130434782608695
ARAUCA,2022,7,2.275
ARAUCA,2022,8,3.941666666666667
ARAUCA,2022,9,5.05
ARAUCA,2022,10,4.329166666666667
ARAUCA,2022,11,4.991666666666668
ARAUCA,2022,12,4.445833333333334
ARAUCA,2022,13,3.522222222222222
ARAUCA,2022,14,2.8105263157894735
ARAUCA,2022,15,2.347619047619048
ARAUCA,2023,3,2.8769230769230774
ARAUCA,2023,4,2.475
ARAUCA,2023,5,2.2
ARAUCA,2023,6,2.2875
ARAUCA,2023,7,2.1666666666666665
ARAUCA,2023,8,1.7304347826086959
ARAUCA,2023,9,2.4695652173913043
ARAUCA,2023,10,2.3708333333333336
ARAUCA,2023,11,2.533333333333333
ARAUCA,2023,12,3.1818181818181817
ARAUCA,2023,13,2.4
ARAUCA,2023,14,2.4291666666666667
ARAUCA,2023,15,2.708695652173913
ARAUCA,2024,1,6.645833333333333
ARAUCA,2024,2,6.431818181818181
ARAUCA,2024,3,6.295833333333333
ARAUCA,2024,4,6.2
ARAUCA,2024,5,6.1695652173913045
ARAUCA,2024,6,5.281818181818182
ARAUCA,2024,7,6.55
ARAUCA,2024,8,7.360869565217393
ARAUCA,2024,9,4.533333333333334
ARAUCA,2024,10,3.9166666666666665
