,Departamento,Year,Month,Rain_month,Temp_month,Humi_month,Day_primary,Day_secondary,Rain_day_prim,Temp_day_prim,Humi_day_prim,Rain_day_sec,Temp_day_sec,Humi_day_sec,Rain_day_avg,Temp_day_avg,Humi_day_avg
2435,CAUCA,2024,12,1645.4999999999989,19.35882432228005,75.93484781605379,12,13,0.0,,,0.0,,,0.0,,
2436,CAUCA,2025,1,954.5999999999998,19.57532295841841,73.37706704529141,1,24,151.19999999999982,18.303539823008844,79.28301886792453,0.0,19.76363636363636,67.89636363636365,75.59999999999991,19.0335880933226,73.58969125214409
2437,CAUCA,2025,2,110.30000000000003,19.42688673863,85.89451132846341,2,23,48.60000000000005,18.127192982456148,79.49541284403671,2.400000000000001,20.11491228070177,67.31491228070176,25.500000000000025,19.12105263157896,73.40516256236924
2438,CAUCA,2025,3,302.3000000000001,18.999234084597692,85.86808156291058,3,22,30.40000000000003,18.1141592920354,79.8811320754717,26.000000000000004,19.744247787610615,70.66851851851852,28.200000000000017,18.929203539823007,75.27482529699512
2439,CESAR,2005,1,,2.1285714285714286,,1,24,,,,,,,,,
2440,CESAR,2005,2,,0.0,,2,23,,,,,,,,,
2441,CESAR,2005,3,,0.6176470588235294,,3,22,,,,,,,,,
2442,CESAR,2005,4,,1.3199999999999998,,4,21,,,,,,,,,
2443,CESAR,2005,5,,3.04375,,5,20,,,,,,,,,
2444,CESAR,2005,6,,3.7043478260869565,,6,19,,0.0,,,,,,0.0,
2445,CESAR,2005,7,,3.008564620564621,,7,18,,8.3,,,,,,8.3,
2446,CESAR,2005,8,3.9000000000000004,2.763500866765234,70.2742844642024,8,17,,0.0,,,,,,0.0,
2447,CESAR,2005,9,104.5,23.540954780918117,78.55409622245054,9,16,,,,,,,,,
2448,CESAR,2005,10,211.0,24.187782823532707,80.85412216038982,10,15,,0.0,,,,,,0.0,
2449,CESAR,2005,11,207.19999999999996,27.010805585709463,81.25372010655428,11,14,,0.0,,,,,,0.0,
2450,CESAR,2005,12,9.200000000000001,27.527071425464957,70.30722594245424,12,13,,6.6,,,0.0,,,3.3,
2451,CESAR,2006,1,36.0,28.290848744189756,64.26180429899544,1,24,0.0,27.063265306122453,64.20833333333333,0.0,28.933333333333323,65.65957446808511,0.0,27.998299319727888,64.93395390070921
2452,CESAR,2006,2,5.400000000000001,26.90038694832626,57.599090352550704,2,23,0.0,27.5,63.4375,0.0,29.220408163265304,62.625,0.0,28.360204081632652,63.03125
2453,CESAR,2006,3,25.300000000000004,26.264606683440498,66.88616916216488,3,22,0.0,27.618367346938765,67.5,0.0,29.36041666666668,62.25,0.0,28.489392006802724,64.875
2454,CESAR,2006,4,211.0,25.124952716867814,76.97893984344964,4,21,0.0,26.254166666666663,78.4375,0.0,28.746938775510205,53.458333333333336,0.0,27.500552721088432,65.94791666666667
2455,CESAR,2006,5,156.6,25.99363992453131,79.12296115708047,5,20,16.5,25.69375000000001,80.20833333333333,0.0,28.846938775510203,46.145833333333336,8.25,27.270344387755106,63.17708333333333
2456,CESAR,2006,6,75.7,25.833024940955816,78.22569714264468,6,19,5.699999999999999,26.404081632653057,73.64583333333333,0.0,28.032653061224494,52.72916666666666,2.8499999999999996,27.218367346938777,63.18749999999999
2457,CESAR,2006,7,125.30000000000001,26.765681027319314,74.28946520706059,7,18,0.0,26.27551020408164,74.3125,0.0,29.106122448979598,51.375,0.0,27.69081632653062,62.84375
2458,CESAR,2006,8,186.4,26.49063030532605,74.99966785085624,8,17,0.0,27.306249999999995,63.9375,0.0,29.047916666666666,65.08333333333333,0.0,28.17708333333333,64.51041666666666
2459,CESAR,2006,9,190.4,25.710838681722574,75.54061673314088,9,16,0.0,28.04489795918367,53.208333333333336,0.0,27.928571428571423,69.20833333333333,0.0,27.986734693877544,61.20833333333333
2460,CESAR,2006,10,123.0,25.104794738255126,71.12862545695567,10,15,0.0,27.16938775510204,63.60416666666666,0.0,29.843181818181822,66.54545454545455,0.0,28.50628478664193,65.0748106060606
2461,CESAR,2006,11,8.7,24.606183128688784,77.406676410796,11,14,0.0,27.555102040816323,67.75,0.0,28.96530612244898,67.5625,0.0,28.26020408163265,67.65625
2462,CESAR,2006,12,30.799999999999997,25.457385584965365,71.88718887958562,12,13,0.0,27.993749999999995,66.72340425531915,0.0,28.92083333333333,67.875,0.0,28.457291666666663,67.29920212765958
2463,CESAR,2007,1,,24.767950235095427,61.6296047671969,1,24,,24.793749999999992,66.16666666666667,,25.289361702127657,61.48936170212766,,25.041555851063826,63.82801418439716
2464,CESAR,2007,2,,25.58817761649775,54.65069538335033,2,23,,25.54042553191489,57.765957446808514,,24.75208333333333,58.458333333333336,,25.14625443262411,58.11214539007092
2465,CESAR,2007,3,,25.92958079664432,59.17995691488786,3,22,,25.197872340425526,58.255319148936174,,24.67708333333334,59.270833333333336,,24.93747783687943,58.763076241134755
2466,CESAR,2007,4,18.200000000000003,24.21928392898516,75.14436613566983,4,21,,24.765957446808518,61.80851063829788,,24.59583333333333,64.39583333333333,,24.680895390070923,63.1021719858156
2467,CESAR,2007,5,183.1,23.40691299063317,81.82859828712868,5,20,,24.42916666666666,62.8125,,24.318749999999994,58.79166666666666,,24.373958333333327,60.80208333333333
2468,CESAR,2007,6,8.499999999999998,23.63317285732785,72.55830677800544,6,19,,24.3804347826087,60.15217391304348,,24.160416666666677,51.0625,,24.27042572463769,55.607336956521735
2469,CESAR,2007,7,22.6,24.30416953239502,70.26801193363637,7,18,,24.089583333333334,53.35416666666666,,24.19791666666667,60.75,,24.143750000000004,57.05208333333333
2470,CESAR,2007,8,16.9,22.49587083710195,77.48470555149453,8,17,,23.55909090909091,59.36363636363637,,24.4063829787234,67.12765957446808,,23.982736943907156,63.24564796905223
2471,CESAR,2007,9,9.6,23.369258431644994,67.04543508728536,9,16,,23.904166666666665,66.60416666666667,,24.684782608695656,62.08695652173913,,24.294474637681162,64.3455615942029
2472,CESAR,2007,10,0.8,21.469498215960463,58.50662299196923,10,15,,24.322916666666668,68.16666666666667,,24.867391304347827,59.06521739130435,,24.595153985507245,63.615942028985515
2473,CESAR,2007,11,7.799999999999999,21.691397625169095,54.31877950740347,11,14,,25.29148936170212,63.319148936170215,,24.697777777777773,59.75555555555555,,24.994633569739946,61.537352245862884
2474,CESAR,2007,12,,20.916171119617573,49.14363452749082,12,13,,24.89583333333333,62.083333333333336,,25.11777777777777,63.08888888888889,,25.00680555555555,62.58611111111111
2475,CESAR,2008,1,,21.418022670870883,49.779204431196675,1,24,,21.15967741935484,25.43548387096774,,21.6546875,43.90625,,21.407182459677422,34.67086693548387
2476,CESAR,2008,2,,21.482457036742463,44.437174607525485,2,23,,20.56507936507936,21.63492063492064,,21.72258064516129,44.30645161290322,,21.143830005120325,32.97068612391193
2477,CESAR,2008,3,,21.021653222685902,47.418425090799246,3,22,,19.975384615384616,31.07692307692308,,21.261904761904766,40.04761904761905,,20.618644688644693,35.562271062271066
2478,CESAR,2008,4,6.0,22.95677708770121,63.29874746394815,4,21,,20.39354838709678,37.38709677419355,,,,,20.39354838709678,37.38709677419355
2479,CESAR,2008,5,2.7,22.219238846068354,58.05356490785979,5,20,,22.055102040816323,48.204081632653065,,19.93125,41.9375,,20.99317602040816,45.070790816326536
2480,CESAR,2008,6,2.3000000000000003,23.214630347978517,52.858324053508504,6,19,,23.04102564102564,72.05128205128206,,22.252112676056345,37.88732394366197,,22.64656915854099,54.96930299747201
2481,CESAR,2008,7,37.3,23.793272445393065,55.10036219884027,7,18,,22.10714285714285,68.18604651162791,,22.651515151515152,34.25757575757576,,22.379329004329,51.221811134601836
2482,CESAR,2008,8,5.199999999999999,23.562401152760724,48.76878290196887,8,17,,21.56818181818182,74.72727272727273,,20.894029850746268,42.582089552238806,,21.231105834464046,58.654681139755766
2483,CESAR,2008,9,,25.877842281634607,69.55829040330018,9,16,,21.721428571428568,74.21428571428571,,21.143283582089555,45.059701492537314,,21.432356076759064,59.63699360341151
2484,CESAR,2008,10,33.9,27.272887063806024,63.04839731878878,10,15,,22.15128205128205,72.7948717948718,,21.566666666666663,47.39393939393939,,21.858974358974358,60.09440559440559
2485,CESAR,2008,11,90.60000000000001,26.989445004098325,48.084106063950195,11,14,,22.468571428571423,70.6,,23.219047619047625,73.0,,22.843809523809526,71.8
2486,CESAR,2008,12,,27.75530365146775,64.33091125408797,12,13,,22.57894736842105,68.26315789473684,,22.37297297297297,73.72972972972973,,22.47596017069701,70.99644381223328
2487,CESAR,2009,1,,28.351089679470395,62.384071289699946,1,24,,27.308333333333334,66.25,,28.241666666666664,54.54166666666666,,27.775,60.39583333333333
