Model,RMSE,R2,Month,Target,FeatureSet
Ridge,2.9841726579906007,0.40418502331144357,2,TEMP,AVG
RF,3.271236653963342,0.28404215943476696,2,TEMP,AVG
HGB,3.4562362411049756,0.20077260559122267,2,TEMP,AVG
GlobalClim,21.659417279791146,-30.387524044847684,2,TEMP,AVG
Persist,21.71035232131058,-30.612369316072456,2,TEMP,AVG
DeptClim,22.256206120224807,-32.14101393988149,2,TEMP,AVG
Ridge,3.5344224562780315,0.2530675359780895,3,TEMP,AVG
RF,3.7702392589053737,0.15007179302205953,3,TEMP,AVG
HGB,3.861766231631629,0.10830489785271247,3,TEMP,AVG
GlobalClim,21.683741942702046,-27.113368172366926,3,TEMP,AVG
Persist,22.099427507813488,-29.088251155051264,3,TEMP,AVG
DeptClim,22.2464250533506,-28.591357008919115,3,TEMP,AVG
Ridge,3.364489289229359,0.2767137586698565,4,TEMP,AVG
RF,3.5667743313986255,0.18712611974245041,4,TEMP,AVG
HGB,3.7501578951456698,0.1013904895765726,4,TEMP,AVG
GlobalClim,21.479280550252373,-28.478906171625244,4,TEMP,AVG
Persist,21.902181165948477,-29.5426537953127,4,TEMP,AVG
DeptClim,22.03648199879484,-30.028189111992738,4,TEMP,AVG
Ridge,3.692103941158187,0.21600834108964906,5,TEMP,AVG
RF,3.796847173863315,0.170894420217523,5,TEMP,AVG
HGB,3.898845687199306,0.12574988640640639,5,TEMP,AVG
GlobalClim,21.492386275601937,-25.566410506699867,5,TEMP,AVG
Persist,21.81301127907847,-26.49699388810874,5,TEMP,AVG
DeptClim,22.038875065396027,-26.93459956577074,5,TEMP,AVG
Ridge,4.024524825850208,0.1751372550214968,6,TEMP,AVG
RF,4.040095390611145,0.16874225201561888,6,TEMP,AVG
HGB,4.237361872703585,0.08558450500193682,6,TEMP,AVG
GlobalClim,21.373203263574087,-22.264391603973525,6,TEMP,AVG
Persist,21.83610397486859,-23.20370024008627,6,TEMP,AVG
DeptClim,21.919409223178093,-23.468658355208145,6,TEMP,AVG
Ridge,4.01450833227599,0.19343034450100904,7,TEMP,AVG
RF,4.024386442943127,0.18945616587597447,7,TEMP,AVG
HGB,4.169988272382467,0.12974441535578007,7,TEMP,AVG
GlobalClim,21.37143486412752,-21.85833086057798,7,TEMP,AVG
Persist,21.58413409294757,-23.243359783599523,7,TEMP,AVG
DeptClim,21.916542095841894,-23.03926692386738,7,TEMP,AVG
Ridge,4.185116853638539,0.1688813667779785,8,TEMP,AVG
RF,4.2732725644145635,0.13349907421109175,8,TEMP,AVG
HGB,4.371222210523168,0.09332088780361592,8,TEMP,AVG
GlobalClim,21.48259566364714,-20.898852117554323,8,TEMP,AVG
Persist,21.55532049794959,-21.19413476270385,8,TEMP,AVG
DeptClim,22.02069155711457,-22.009636063462583,8,TEMP,AVG
Ridge,3.8450823204586624,0.12012840763197674,9,TEMP,AVG
RF,3.923938133346568,0.08366913587213454,9,TEMP,AVG
HGB,4.044836947068336,0.026333897767465198,9,TEMP,AVG
GlobalClim,21.49628953719235,-26.50014716980286,9,TEMP,AVG
Persist,21.62598013418622,-27.74538370744932,9,TEMP,AVG
DeptClim,22.085533383598342,-28.02844662910571,9,TEMP,AVG
Ridge,3.5743361732987027,0.09793264351272646,10,TEMP,AVG
RF,3.588795584420602,0.09061954000875672,10,TEMP,AVG
HGB,3.6372864504350857,0.0658788958770895,10,TEMP,AVG
GlobalClim,21.29976712250499,-31.033019992316,10,TEMP,AVG
Persist,21.845727288845616,-33.21753628934026,10,TEMP,AVG
DeptClim,21.912638658690952,-32.90295310344197,10,TEMP,AVG
RF,3.560878064922608,0.09185319620965915,11,TEMP,AVG
Ridge,3.6128331306911687,0.06515919711019369,11,TEMP,AVG
HGB,3.642559371827874,0.04971224634415161,11,TEMP,AVG
GlobalClim,21.250029483343155,-31.341557286867214,11,TEMP,AVG
Persist,21.621760385400325,-32.656073625855605,11,TEMP,AVG
DeptClim,21.879033059103758,-33.28452232847098,11,TEMP,AVG
RF,3.537773109973508,0.05830722669138311,12,TEMP,AVG
Ridge,3.5519459860000953,0.05074697418483065,12,TEMP,AVG
HGB,3.5956042268312647,0.02726834527633548,12,TEMP,AVG
GlobalClim,21.06267558522918,-32.379233659835805,12,TEMP,AVG
Persist,21.67065663610236,-34.33405056995228,12,TEMP,AVG
DeptClim,21.693000608567832,-34.4069519206501,12,TEMP,AVG
