Departamento,year,month,agg_ValorObservado
ANTIOQUIA,2004,12,82.66304347826087
ANTIOQUIA,2005,1,83.54487290333736
ANTIOQUIA,2005,2,82.71486980847858
ANTIOQUIA,2005,3,78.5989943431804
ANTIOQUIA,2005,4,74.96802900461437
ANTIOQUIA,2005,5,82.60965794768612
ANTIOQUIA,2005,6,84.05582406959884
ANTIOQUIA,2005,7,80.54769368562472
ANTIOQUIA,2005,8,80.91895453547112
ANTIOQUIA,2005,9,78.97881438289602
ANTIOQUIA,2005,10,81.92809903340682
ANTIOQUIA,2005,11,83.01635558976332
ANTIOQUIA,2005,12,75.35053629721747
ANTIOQUIA,2006,1,74.56585143551573
ANTIOQUIA,2006,2,75.84592760180996
ANTIOQUIA,2006,3,74.23272076760449
ANTIOQUIA,2006,4,78.44681555004135
ANTIOQUIA,2006,5,84.92640692640693
ANTIOQUIA,2006,6,82.62961793495421
ANTIOQUIA,2006,7,76.02243706676396
ANTIOQUIA,2006,8,77.62387696056038
ANTIOQUIA,2006,9,80.6089705882353
ANTIOQUIA,2006,10,83.82602868248225
ANTIOQUIA,2006,11,86.28480496164518
ANTIOQUIA,2006,12,84.36134199788424
ANTIOQUIA,2007,1,80.84184880968955
ANTIOQUIA,2007,2,71.27535434154396
ANTIOQUIA,2007,3,81.17090311004785
ANTIOQUIA,2007,4,84.81325492689129
ANTIOQUIA,2007,5,86.11678349424679
ANTIOQUIA,2007,6,81.39505683320117
ANTIOQUIA,2007,7,78.40159271899886
ANTIOQUIA,2007,8,83.82124419204956
ANTIOQUIA,2007,9,82.00248721846069
ANTIOQUIA,2007,10,86.01859956236324
ANTIOQUIA,2007,11,84.92811722421897
ANTIOQUIA,2007,12,83.90676390676391
ANTIOQUIA,2008,1,79.95604922486815
ANTIOQUIA,2008,2,77.1337984496124
ANTIOQUIA,2008,3,79.12679988245665
ANTIOQUIA,2008,4,79.00587301587302
ANTIOQUIA,2008,5,82.03636635737803
ANTIOQUIA,2008,6,79.97627617801047
ANTIOQUIA,2008,7,81.75027433767048
ANTIOQUIA,2008,8,82.28484848484848
ANTIOQUIA,2008,9,80.14302866576617
ANTIOQUIA,2008,10,82.79890046296296
ANTIOQUIA,2008,11,85.05537214885955
ANTIOQUIA,2008,12,75.95104166666667
ANTIOQUIA,2009,1,72.4621562755241
ANTIOQUIA,2009,2,72.13754325259515
