Variable,Month,Baseline,Model,RMSE_model,RMSE_baseline,Skill,R2,CI_low,CI_high,DM_stat,DM_p
HUMI,2,DeptClim,HGB,55.91557751433698,79.27062009792515,0.29462419437033605,0.3669845912959314,,,,
HUMI,2,Persist,Ridge,50.502479045776596,29.638464793943967,-0.7039505722339496,0.4282658100860357,-2.426490492605863,-0.1247997984403614,1.69942771232125,0.10645453687037754
HUMI,2,Persist,RF,45.88852444433884,29.638464793943967,-0.5482760245299632,0.48049999039155533,,,,
HUMI,2,Persist,HGB,55.91557751433698,29.638464793943967,-0.886588185423228,0.3669845912959314,,,,
HUMI,3,Baseline,Ridge,83.39255591980832,115.86566305691099,0.2802651474160426,0.27453462083836333,0.16694105107099066,0.4161097204990915,-2.9962732268597234,0.007747941876884212
HUMI,3,Baseline,RF,73.8797048557564,115.86566305691099,0.36236756510452883,0.35729073771199593,,,,
HUMI,3,Baseline,HGB,82.86334474372538,115.86566305691099,0.28483260219186335,0.2791384416743954,,,,
HUMI,3,DeptClim,Ridge,83.39255591980832,113.13832880755406,0.2629150810451044,0.27453462083836333,0.15661981467953848,0.3831039961248025,-3.104857533855651,0.006114000490655913
HUMI,3,DeptClim,RF,73.8797048557564,113.13832880755406,0.3469966753581428,0.35729073771199593,,,,
HUMI,3,DeptClim,HGB,82.86334474372538,113.13832880755406,0.26759263976159486,0.2791384416743954,,,,
HUMI,3,Persist,Ridge,83.39255591980832,57.780511583731744,-0.44326440929761013,0.27453462083836333,-0.8470620102736341,-0.15611284168259046,2.3106909623850327,0.032907777428606844
HUMI,3,Persist,RF,73.8797048557564,57.780511583731744,-0.27862670008891754,0.35729073771199593,,,,
HUMI,3,Persist,HGB,82.86334474372538,57.780511583731744,-0.43410541846181516,0.2791384416743954,,,,
HUMI,4,Baseline,Ridge,115.83432230008886,138.44696359327247,0.1633307131214139,0.1548432978694314,0.0710114893781438,0.26576634411067085,-2.2804648996409114,0.03498232692748782
HUMI,4,Baseline,RF,117.95335713563748,138.44696359327247,0.14802496151407718,0.13938228029061406,,,,
HUMI,4,Baseline,HGB,120.10068440308174,138.44696359327247,0.1325148541652973,0.12371483392660276,,,,
HUMI,4,DeptClim,Ridge,115.83432230008886,140.31671274409584,0.17447950401073753,0.1548432978694314,0.1055140075768839,0.26070372443616696,-3.4045452409316566,0.0031595417047902696
HUMI,4,DeptClim,RF,117.95335713563748,140.31671274409584,0.15937770470181822,0.13938228029061406,,,,
HUMI,4,DeptClim,HGB,120.10068440308174,140.31671274409584,0.14407427273387807,0.12371483392660276,,,,
HUMI,4,Persist,Ridge,115.83432230008886,55.058452805887974,-1.1038426689625664,0.1548432978694314,-2.3822723260456162,-0.23924937255223153,2.0154354774434395,0.05904024087581994
HUMI,4,Persist,RF,117.95335713563748,55.058452805887974,-1.1423296719123117,0.13938228029061406,,,,
HUMI,4,Persist,HGB,120.10068440308174,55.058452805887974,-1.181330536593613,0.12371483392660276,,,,
HUMI,5,Baseline,Ridge,128.09622928748604,140.2712218967742,0.08679608293601204,0.08092433041137315,0.006326478989557582,0.1622180096402697,-1.5252672510138627,0.14457093460988624
HUMI,5,Baseline,RF,130.8773673075728,140.2712218967742,0.06696922192717725,0.06096998591390146,,,,
HUMI,5,Baseline,HGB,133.68342881803719,140.2712218967742,0.04696468020778333,0.04083681824782659,,,,
HUMI,5,DeptClim,Ridge,128.09622928748604,140.7720944022372,0.0900452974616659,0.08092433041137315,0.01190111071132429,0.16044891476385387,-1.6593835364080791,0.11436025795457594
HUMI,5,DeptClim,RF,130.8773673075728,140.7720944022372,0.07028898118395233,0.06096998591390146,,,,
HUMI,5,DeptClim,HGB,133.68342881803719,140.7720944022372,0.05035561639045527,0.04083681824782659,,,,
HUMI,5,Persist,Ridge,128.09622928748604,43.462826625646834,-1.947259514223545,0.08092433041137315,-2.775899604793709,-1.1524409415154515,3.9620301818602552,0.0009139510687581343
HUMI,5,Persist,RF,130.8773673075728,43.462826625646834,-2.0112484039485783,0.06096998591390146,,,,
HUMI,5,Persist,HGB,133.68342881803719,43.462826625646834,-2.075810737517757,0.04083681824782659,,,,
HUMI,6,Baseline,Ridge,140.45796865558435,148.83676007611152,0.05629517476893786,0.049389919122734605,-0.01815853969887296,0.12383930051106783,-1.1351497886934494,0.2712027032415225
HUMI,6,Baseline,RF,144.25428760255045,148.83676007611152,0.030788579859019394,0.023696687932267202,,,,
HUMI,6,Baseline,HGB,145.9513080724627,148.83676007611152,0.019386689163169546,0.01221136757917718,,,,
HUMI,6,DeptClim,Ridge,140.45796865558435,151.0347013660989,0.0700284942125795,0.049389919122734605,-0.014867599745201764,0.14552804178898812,-1.2252237684094212,0.2362823310621145
HUMI,6,DeptClim,RF,144.25428760255045,151.0347013660989,0.04489308551094584,0.023696687932267202,,,,
HUMI,6,DeptClim,HGB,145.9513080724627,151.0347013660989,0.03365712149365174,0.01221136757917718,,,,
HUMI,6,Persist,Ridge,140.45796865558435,55.66760033935152,-1.5231547219450445,0.049389919122734605,-2.687225238978947,-0.9340856130808182,4.235229313113178,0.0004977163583641531
HUMI,6,Persist,RF,144.25428760255045,55.66760033935152,-1.5913509244726116,0.023696687932267202,,,,
HUMI,6,Persist,HGB,145.9513080724627,55.66760033935152,-1.6218358108260231,0.01221136757917718,,,,
HUMI,7,Baseline,Ridge,139.9341767412192,145.0125773354571,0.03502041469472028,0.028468579045887177,-0.031067581554759475,0.10091134135286059,-0.8058517314501362,0.43084634297083335
HUMI,7,Baseline,RF,143.5727173349,145.0125773354571,0.009929207707454757,0.00320701253297484,,,,
HUMI,7,Baseline,HGB,147.2517318397975,145.0125773354571,-0.015441105492253637,-0.022335555214886726,,,,
HUMI,7,DeptClim,Ridge,139.9341767412192,138.00046919621795,-0.014012325872977849,0.028468579045887177,-0.12158193653666678,0.08651278046000835,0.2125996013189236,0.8340283409741198
HUMI,7,DeptClim,RF,143.5727173349,138.00046919621795,-0.040378472414895006,0.00320701253297484,,,,
HUMI,7,DeptClim,HGB,147.2517318397975,138.00046919621795,-0.06703790717135538,-0.022335555214886726,,,,
HUMI,7,Persist,Ridge,139.9341767412192,38.63981839436812,-2.621501926148159,0.028468579045887177,-4.4373496713452125,-1.6702403036628042,4.7849784483592845,0.00014817871616834566
HUMI,7,Persist,RF,143.5727173349,38.63981839436812,-2.7156674979566207,0.00320701253297484,,,,
HUMI,7,Persist,HGB,147.2517318397975,38.63981839436812,-2.8108805361585216,-0.022335555214886726,,,,
HUMI,8,Baseline,Ridge,127.71305806792232,132.61069867747523,0.03693246969058317,0.03041289778771239,-0.07816352051810842,0.11005014159258265,-0.6170291994028947,0.5449421165059438
HUMI,8,Baseline,RF,118.00648381749878,132.61069867747523,0.11012848137913533,0.10410441643313761,,,,
HUMI,8,Baseline,HGB,139.43841758145396,132.61069867747523,-0.051486938626155165,-0.05860507363284584,,,,
HUMI,8,DeptClim,Ridge,127.71305806792232,129.5579454589506,0.014239862977858175,0.03041289778771239,-0.12252682809289903,0.08441413761485686,-0.22854107322814696,0.821801936090437
HUMI,8,DeptClim,RF,118.00648381749878,129.5579454589506,0.08916058062306809,0.10410441643313761,,,,
HUMI,8,DeptClim,HGB,139.43841758145396,129.5579454589506,-0.07626295776382097,-0.05860507363284584,,,,
HUMI,8,Persist,Ridge,127.71305806792232,54.14354762845303,-1.3587862942473259,0.03041289778771239,-3.3215582273310793,-0.5617951356628474,3.170478480002258,0.005294986465412155
HUMI,8,Persist,RF,118.00648381749878,54.14354762845303,-1.179511483571222,0.10410441643313761,,,,
HUMI,8,Persist,HGB,139.43841758145396,54.14354762845303,-1.57534690076676,-0.05860507363284584,,,,
HUMI,9,Baseline,Ridge,137.35019308829817,139.90825418741153,0.01828384689645801,0.011114839312772573,-0.0798918261643725,0.08639356157219563,-0.3503467161918838,0.7301448825900962
HUMI,9,Baseline,RF,133.52379265512556,139.90825418741153,0.04563320133874149,0.03866391312280382,,,,
HUMI,9,Baseline,HGB,148.35883650051994,139.90825418741153,-0.060400884581038206,-0.06814448945020102,,,,
HUMI,9,DeptClim,Ridge,137.35019308829817,132.82761374826768,-0.03404848745232747,0.011114839312772573,-0.17609922850761445,0.05454280608194087,0.5253014625476911,0.6057846368981199
HUMI,9,DeptClim,RF,133.52379265512556,132.82761374826768,-0.005241221213062364,0.03866391312280382,,,,
HUMI,9,DeptClim,HGB,148.35883650051994,132.82761374826768,-0.11692766521942288,-0.06814448945020102,,,,
HUMI,9,Persist,Ridge,137.35019308829817,63.48895973688496,-1.1633712956947742,0.011114839312772573,-2.6523046552483165,-0.4365496744664322,2.6341875596960715,0.016841950168628106
HUMI,9,Persist,RF,133.52379265512556,63.48895973688496,-1.1031025426859014,0.03866391312280382,,,,
HUMI,9,Persist,HGB,148.35883650051994,63.48895973688496,-1.3367659056843615,-0.06814448945020102,,,,
HUMI,10,Baseline,Ridge,134.67890180738087,140.16806670907096,0.03916130849605892,0.03083866335639629,-0.06627052703642486,0.12227269076947986,-0.6457197792766488,0.5266076586906778
HUMI,10,Baseline,RF,132.13629502984176,140.16806670907096,0.05730100919419634,0.04913548750635266,,,,
HUMI,10,Baseline,HGB,143.78703329657716,140.16806670907096,-0.025818766517038627,-0.034704259625111256,,,,
HUMI,10,DeptClim,Ridge,134.67890180738087,138.18910203688068,0.02540142585602001,0.03083866335639629,-0.05722450671564162,0.11105628327288046,-0.47452061235948706,0.6408346591631617
HUMI,10,DeptClim,RF,132.13629502984176,138.18910203688068,0.043800899765768175,0.04913548750635266,,,,
HUMI,10,DeptClim,HGB,143.78703329657716,138.18910203688068,-0.040509209316683004,-0.034704259625111256,,,,
HUMI,10,Persist,Ridge,134.67890180738087,40.7553018374249,-2.3045737790048095,0.03083866335639629,-3.626900648161657,-1.430308053236587,4.241643603878264,0.000490679689009843
HUMI,10,Persist,RF,132.13629502984176,40.7553018374249,-2.24218663762915,0.04913548750635266,,,,
HUMI,10,Persist,HGB,143.78703329657716,40.7553018374249,-2.528057131564168,-0.034704259625111256,,,,
HUMI,11,Baseline,Ridge,112.93016181315808,118.49551743105489,0.04696680295214495,0.0397825729504675,-0.07437937141492819,0.1458549124373977,-0.6729972675170761,0.5094979451200077
HUMI,11,Baseline,RF,108.75889077834405,118.49551743105489,0.0821687340061279,0.07524986597712702,,,,
HUMI,11,Baseline,HGB,118.03561215451728,118.49551743105489,0.003881204002549765,-0.003627817258837096,,,,
HUMI,11,DeptClim,Ridge,112.93016181315808,117.33325967057611,0.03752642575327858,0.0397825729504675,-0.05808978725431129,0.1328099917931618,-0.6252218911775411,0.53967172795863
HUMI,11,DeptClim,RF,108.75889077834405,117.33325967057611,0.07307705348257931,0.07524986597712702,,,,
HUMI,11,DeptClim,HGB,118.03561215451728,117.33325967057611,-0.00598596242798588,-0.003627817258837096,,,,
HUMI,11,Persist,Ridge,112.93016181315808,52.04763952595162,-1.1697460795863694,0.0397825729504675,-3.0067033568524932,-0.3749033315273365,2.3446211671493407,0.030715317315514357
HUMI,11,Persist,RF,108.75889077834405,52.04763952595162,-1.0896027518042484,0.07524986597712702,,,,
HUMI,11,Persist,HGB,118.03561215451728,52.04763952595162,-1.2678379505695587,-0.003627817258837096,,,,
HUMI,12,Baseline,Ridge,108.92300792858941,110.78551633687714,0.01681184030071403,0.0074867520149616285,-0.06520619561273672,0.1197624151165981,-0.2742382814523797,0.7870239760817994
HUMI,12,Baseline,RF,110.75597919280379,110.78551633687714,0.0002666155743998866,-0.00921539657150916,,,,
HUMI,12,Baseline,HGB,113.50428826136579,110.78551633687714,-0.024540860704402867,-0.03425816037301499,,,,
HUMI,12,DeptClim,Ridge,108.92300792858941,110.67465823102818,0.015827022467801766,0.0074867520149616285,-0.05629245103187154,0.10994340602015334,-0.3233749230771929,0.7501380218609199
HUMI,12,DeptClim,RF,110.75597919280379,110.67465823102818,-0.0007347749076023202,-0.00921539657150916,,,,
HUMI,12,DeptClim,HGB,113.50428826136579,110.67465823102818,-0.025567099782055625,-0.03425816037301499,,,,
HUMI,12,Persist,Ridge,108.92300792858941,58.48556507152375,-0.8623913062203332,0.0074867520149616285,-1.275416168081959,-0.5455378931053069,3.560771005340171,0.002233812310224126
HUMI,12,Persist,RF,110.75597919280379,58.48556507152375,-0.8937318816592947,-0.00921539657150916,,,,
HUMI,12,Persist,HGB,113.50428826136579,58.48556507152375,-0.9407231189877021,-0.03425816037301499,,,,
