,Departamento,Year,Month/Day,Rain_day,Rain_month,Temp_day,Temp_month,Humi_day,Humi_month
2322,CHOCO,2011,11,8.199999999999998,368.00000000000006,,,,
2323,CORDOBA,2011,11,0.0,236.39999999999998,14.05625,9.212423014678286,,
2324,CUNDINAMARCA,2011,11,0.4,1684.6000000000001,16.058630952380952,13.804023312114435,,
2325,GUAINIA,2011,11,0.0,0.0,25.754166666666677,31.65,,
2326,GUAVIARE,2011,11,0.0,0.0,26.042857142857144,26.426666666666666,,
2327,HUILA,2011,11,9.499999999999998,519.0,16.89302325581395,12.150032610722109,,
2328,LA GUAJIRA,2011,11,0.0,234.29999999999998,27.08499999999999,26.86515732603556,,
2329,MAGDALENA,2011,11,0.0,43.6,25.12978723404256,24.914843423227538,,
2330,META,2011,11,0.0,0.0,26.105208333333337,18.373213176594437,,
2331,NARINO,2011,11,0.0,0.0,12.45441176470588,14.744366476663878,,
2332,NORTE DE SANTANDER,2011,11,0.3,725.0,24.90833333333333,25.38336762576102,,
2333,PUTUMAYO,2011,11,0.0,0.0,21.33076923076923,24.21773654957776,,
2334,QUINDIO,2011,11,0.0,0.0,22.42916666666667,17.862466145473988,,
2335,RISARALDA,2011,11,0.0,0.0,9.520408163265309,11.360004066542569,,
2336,SAN ANDRES PROVIDENCIA,2011,11,0.0,0.0,,,,
2337,SANTANDER,2011,11,0.7999999999999999,1356.4000000000003,17.071428571428573,18.389511706783185,,
2338,SUCRE,2011,11,0.0,260.5,26.592,25.65480157786495,,
2339,TOLIMA,2011,11,0.9,1354.5,13.318796992481202,13.609627681021424,,
2340,VALLE DEL CAUCA,2011,11,0.0,0.0,18.119008264462806,18.189654584712173,,
2341,VAUPES,2011,11,0.0,0.0,,,,
2342,VICHADA,2011,11,0.0,0.0,,,,
2343,AMAZONAS,2011,12,0.0,0.0,24.8875,8.176333225094261,92.33333333333331,91.5332584697112
2344,ANTIOQUIA,2011,12,11.999999999999996,1802.2,18.720138888888886,18.98670130056566,79.15972222222223,76.04908936029928
2345,ARAUCA,2011,12,0.0,0.0,,,,
2346,ATLANTICO,2011,12,0.0,0.0,27.13333333333333,27.303897849462363,0.0,0.0
2347,BOGOTA,2011,12,0.2,1381.8999999999999,14.849942390782523,14.63367683336031,61.01406063887385,77.77812140707617
2348,BOLIVAR,2011,12,0.0,140.9,,,,
2349,BOYACA,2011,12,0.3,469.9000000000001,14.82490272373541,14.255732916273528,67.50588235294117,77.93308801716239
2350,CALDAS,2011,12,0.0,0.0,8.073885350318472,5.731279545908435,78.69473684210526,89.55499643500846
2351,CAQUETA,2011,12,0.0,0.0,25.332500000000003,25.035830415848768,83.15,86.59908558354608
2352,CASANARE,2011,12,0.0,0.0,,26.718478904785446,,24.666804265562103
2353,CAUCA,2011,12,0.0,141.10000000000002,18.87,12.296850622418113,85.48181818181818,74.07540824458881
2354,CESAR,2011,12,0.0,0.0,25.5463768115942,23.485843646708627,53.34782608695652,77.43044680240801
2355,CHOCO,2011,12,5.4,1919.8,28.75,,,
2356,CORDOBA,2011,12,0.0,404.1,14.0,13.284949751594912,,
2357,CUNDINAMARCA,2011,12,0.7999999999999999,926.2000000000002,15.915820895522383,14.121260801320144,,
2358,GUAINIA,2011,12,0.0,0.0,27.3625,,,
2359,GUAVIARE,2011,12,0.0,0.0,,3.562857142857143,,
2360,HUILA,2011,12,0.5,570.9000000000001,17.821428571428573,12.573026960358648,,
2361,LA GUAJIRA,2011,12,0.1,3209.8,26.9375,26.33271083065572,,
2362,MAGDALENA,2011,12,0.0,102.69999999999997,24.902173913043477,26.137819799962486,,
2363,META,2011,12,0.0,0.0,25.488541666666663,18.59814643338898,,
2364,NARINO,2011,12,0.0,0.0,14.62892561983471,12.959248846293898,,
2365,NORTE DE SANTANDER,2011,12,0.0,441.40000000000003,24.83333333333333,24.809146710267104,,
2366,PUTUMAYO,2011,12,0.0,0.0,23.53333333333333,23.722165713905447,,
2367,QUINDIO,2011,12,0.0,0.0,22.138461538461545,20.20210922589955,,
2368,RISARALDA,2011,12,0.0,0.0,9.522448979591834,11.167950437614058,,
2369,SAN ANDRES PROVIDENCIA,2011,12,0.0,0.0,,,,
2370,SANTANDER,2011,12,0.2,1264.5,17.484033613445373,19.203394003484796,,
2371,SUCRE,2011,12,0.0,131.1,26.54489795918367,26.145072919441315,,
2372,TOLIMA,2011,12,3.8,751.3,13.335211267605631,14.384230541397494,,
2373,VALLE DEL CAUCA,2011,12,0.0,0.0,18.59416666666667,17.69570900439524,,
2374,VAUPES,2011,12,0.0,0.0,,,,
2375,VICHADA,2011,12,0.0,0.0,,,,
2376,AMAZONAS,2012,1,0.0,0.0,2.066666666666667,6.127855546268691,90.75,91.63574587633606
2377,ANTIOQUIA,2012,1,3.5000000000000004,1205.4,20.73841463414634,19.405516592631074,74.97315436241611,77.01712321589314
2378,ARAUCA,2012,1,0.0,0.0,,,,
2379,ATLANTICO,2012,1,0.0,0.0,26.8,19.40893807098392,0.0,0.0
2380,BOGOTA,2012,1,0.3,824.5000000000001,14.830348471865186,14.772443903113496,63.28145826349313,74.42787579113535
2381,BOLIVAR,2012,1,0.0,23.9,,27.564855072463768,,75.02717391304347
2382,BOYACA,2012,1,0.1,347.70000000000005,12.89102564102564,13.089190701017985,68.20762711864407,71.75861003007053
2383,CALDAS,2012,1,0.0,0.0,5.745512820512821,4.412875517920918,74.14673913043478,85.90716024487013
2384,CAQUETA,2012,1,0.0,0.0,25.83714285714285,25.567835824639744,78.98571428571428,80.79823086317188
2385,CASANARE,2012,1,0.0,0.0,26.757446808510636,27.06893039673232,17.06382978723404,14.615829844857982
2386,CAUCA,2012,1,3.7,280.40000000000003,11.743010752688171,11.664435353368074,63.94949494949495,72.24441434759545
2387,CESAR,2012,1,0.0,0.0,24.93802816901408,23.98814295052231,58.267605633802816,65.37448258330107
2388,CHOCO,2012,1,86.7,2223.5,,,,
2389,CORDOBA,2012,1,0.0,6.0,14.132653061224488,12.537570953927954,,
2390,CUNDINAMARCA,2012,1,0.5,576.5,13.128996282527886,13.382188966853764,,
2391,GUAINIA,2012,1,0.0,0.0,,,,
2392,GUAVIARE,2012,1,0.0,0.0,,,,
2393,HUILA,2012,1,0.0,341.80000000000007,13.24186046511628,12.563756762345628,,
2394,LA GUAJIRA,2012,1,49.79999999999999,3312.7000000000007,26.537500000000005,26.17468542667582,,
2395,MAGDALENA,2012,1,0.0,0.0,26.13611111111111,25.604063974417222,,
2396,META,2012,1,0.0,0.0,19.064893617021276,18.882356368592223,,
2397,NARINO,2012,1,0.0,0.0,13.657608695652176,13.131812520033527,,
2398,NORTE DE SANTANDER,2012,1,0.0,93.09999999999998,21.21304347826087,21.62690324635056,,
2399,PUTUMAYO,2012,1,0.0,0.0,24.38478260869565,23.96576314464267,,
2400,QUINDIO,2012,1,0.0,0.0,22.97826086956522,20.730326284281404,,
2401,RISARALDA,2012,1,0.0,0.0,12.56617647058824,11.261552916982886,,
2402,SAN ANDRES PROVIDENCIA,2012,1,0.0,0.0,,,,
2403,SANTANDER,2012,1,0.0,360.6,20.04259259259259,19.122088514171285,,
2404,SUCRE,2012,1,0.0,0.0,26.67916666666667,24.68821549686872,,
2405,TOLIMA,2012,1,12.9,848.9,15.375862068965512,14.385665733758158,,
2406,VALLE DEL CAUCA,2012,1,0.0,0.0,20.66327683615819,18.860076932308584,,
2407,VAUPES,2012,1,0.0,0.0,,,,
2408,VICHADA,2012,1,0.0,0.0,,,,
2409,AMAZONAS,2012,2,0.0,0.0,3.65,25.458587670450495,99.08333333333331,86.72685897311086
2410,ANTIOQUIA,2012,2,64.10000000000002,757.0,19.77976190476189,19.27574635717008,79.45751633986929,72.7951907726476
2411,ARAUCA,2012,2,0.0,0.0,,,,
2412,ATLANTICO,2012,2,0.0,0.0,26.262500000000003,2.065154649272296,0.0,
2413,BOGOTA,2012,2,0.2,739.9000000000001,15.081567727123645,14.680709541928517,67.89528068862275,71.48295054873547
2414,BOLIVAR,2012,2,0.0,0.8,,27.288936781609195,,74.35775862068965
2415,BOYACA,2012,2,1.8,141.40000000000003,13.187394957983193,14.062708767076499,66.0909090909091,64.42616406130071
2416,CALDAS,2012,2,0.0,0.0,4.325443786982248,5.351451134805508,75.84408602150538,83.04454921618616
2417,CAQUETA,2012,2,0.0,0.0,25.78412698412699,25.06129569795991,78.95238095238095,83.24853434253555
2418,CASANARE,2012,2,0.0,0.0,26.43260869565217,27.37844230325253,15.869565217391305,13.65313586784505
2419,CAUCA,2012,2,0.0,90.89999999999999,11.843037974683543,11.482680981603176,66.23655913978494,73.17343070582733
2420,CESAR,2012,2,0.0,0.0,23.918055555555565,22.487385409336145,67.72222222222223,65.15256685432794
2421,CHOCO,2012,2,122.79999999999998,1338.9,,,,
2422,CORDOBA,2012,2,0.0,5.9,14.002127659574468,15.587083898809366,,
2423,CUNDINAMARCA,2012,2,1.0,421.6000000000001,13.750000000000002,12.964300312881342,,
2424,GUAINIA,2012,2,0.0,0.0,,,,
2425,GUAVIARE,2012,2,0.0,0.0,,,,
2426,HUILA,2012,2,0.0,894.2000000000003,15.891549295774654,12.95016516632142,,
2427,LA GUAJIRA,2012,2,46.6,4027.5,26.527083333333334,26.472812729273663,,
2428,MAGDALENA,2012,2,0.0,0.0,25.925,26.04219348659004,,
2429,META,2012,2,0.0,0.0,18.93655913978494,19.26127735467224,,
2430,NARINO,2012,2,0.0,0.0,14.344210526315791,11.059295376121975,,
2431,NORTE DE SANTANDER,2012,2,0.2,35.199999999999996,20.32820512820513,21.862555777692474,,
2432,PUTUMAYO,2012,2,0.0,0.0,25.409803921568628,23.746987770376034,,
2433,QUINDIO,2012,2,0.0,0.0,21.09130434782609,18.863982653382028,,
2434,RISARALDA,2012,2,0.0,0.0,11.685507246376812,11.496142006071947,,
2435,SAN ANDRES PROVIDENCIA,2012,2,0.0,0.0,,,,
2436,SANTANDER,2012,2,0.0,78187.10000000003,19.857547169811323,19.455491233397762,,
2437,SUCRE,2012,2,0.0,0.0,25.622,24.849119363395225,,
2438,TOLIMA,2012,2,0.2,742.5999999999999,14.858771929824556,18.245483399939847,,
2439,VALLE DEL CAUCA,2012,2,0.0,0.0,19.157471264367818,19.15248636287194,,
2440,VAUPES,2012,2,0.0,0.0,,,,
2441,VICHADA,2012,2,0.0,0.0,,,,
2442,AMAZONAS,2012,3,0.0,0.0,6.741666666666667,25.39227715949315,94.0,11.130695099664242
2443,ANTIOQUIA,2012,3,168.79999999999993,963.3999999999999,18.456024096385537,19.16838309329419,85.09554140127389,75.49557955607737
2444,ARAUCA,2012,3,0.0,0.0,,,,
2445,ATLANTICO,2012,3,0.0,0.0,25.745833333333334,1.4496175498478132,0.0,
2446,BOGOTA,2012,3,11.3,1827.4,12.901460142067878,14.585450999135487,79.40428701180743,75.37999030549359
2447,BOLIVAR,2012,3,0.0,5.8999999999999995,,28.334139784946238,,30.29704301075269
2448,BOYACA,2012,3,4.3,592.0,12.79105691056911,13.80317466704432,73.14957264957265,73.04999826910938
2449,CALDAS,2012,3,0.0,0.0,3.5876470588235287,5.295780596746112,88.29608938547486,88.34513668963115
2450,CAQUETA,2012,3,0.0,0.0,26.161971830985912,24.10105049019834,81.87323943661971,88.80412165229737
2451,CASANARE,2012,3,0.0,0.0,26.863043478260867,27.068211458198853,15.956521739130435,29.157358385238936
2452,CAUCA,2012,3,45.49999999999999,103.79999999999998,11.29764705882353,11.752021445072957,73.72,71.69507199464971
2453,CESAR,2012,3,0.0,0.0,23.418055555555554,23.8758729475939,75.95833333333333,68.94986573309416
2454,CHOCO,2012,3,73.39999999999998,933.7000000000002,,28.042105263157897,,
2455,CORDOBA,2012,3,0.5,296.6,13.957142857142856,17.016968247918324,,
2456,CUNDINAMARCA,2012,3,32.80000000000001,872.1,14.329501915708812,12.59780785193824,,
2457,GUAINIA,2012,3,0.0,0.0,,,,
2458,GUAVIARE,2012,3,0.0,0.0,,,,
2459,HUILA,2012,3,32.400000000000006,2366.6000000000004,13.014772727272724,13.232020808044016,,
2460,LA GUAJIRA,2012,3,57.70000000000002,2112.7000000000003,25.835416666666674,27.046994324133948,,
2461,MAGDALENA,2012,3,0.0,5.2,25.558333333333334,26.873193191406507,,
2462,META,2012,3,0.0,0.0,18.835869565217397,18.48689808012516,,
2463,NARINO,2012,3,0.0,0.0,13.40106382978723,10.919906106462161,,
2464,NORTE DE SANTANDER,2012,3,2.8000000000000003,248.00000000000003,20.525,24.52815145362489,,
2465,PUTUMAYO,2012,3,0.0,0.0,24.84561403508772,23.255853909546524,,
2466,QUINDIO,2012,3,0.0,0.0,21.069565217391304,18.903536418571452,,
2467,RISARALDA,2012,3,0.0,0.0,11.314925373134328,11.741202886705993,,
2468,SAN ANDRES PROVIDENCIA,2012,3,0.0,0.0,,,,
2469,SANTANDER,2012,3,13.099999999999993,77993.20000000004,18.616129032258065,17.530563647518186,,
2470,SUCRE,2012,3,0.0,0.0,25.97142857142857,25.576595533498757,,
2471,TOLIMA,2012,3,10.799999999999995,782.1,14.342241379310344,18.793704277352052,,
2472,VALLE DEL CAUCA,2012,3,0.0,0.0,19.042352941176464,20.18388359505266,,
2473,VAUPES,2012,3,0.0,0.0,,,,
2474,VICHADA,2012,3,0.0,0.0,,,,
2475,AMAZONAS,2012,4,0.0,0.0,3.6,25.66447573561704,93.3181818181818,0.537697628458498
2476,ANTIOQUIA,2012,4,37.10000000000001,750.3,19.05,18.23056997923479,74.88,63.05404364715784
2477,ARAUCA,2012,4,0.0,0.0,,,,
2478,ATLANTICO,2012,4,0.0,0.0,25.6875,1.8646188440431408,0.0,
2479,BOGOTA,2012,4,0.5,1792.4000000000003,13.020340909090908,14.629898291263313,79.27000000000001,78.19676218484356
2480,BOLIVAR,2012,4,0.0,19.3,,26.914027777777775,,0.9277777777777777
2481,BOYACA,2012,4,26.4,1054.4,13.175213675213683,14.767274114978015,79.02654867256638,76.24744593116291
2482,CALDAS,2012,4,0.0,0.0,3.9767295597484273,6.454180510449043,89.12290502793296,89.13232491358687
2483,CAQUETA,2012,4,0.0,0.0,25.769117647058827,24.02046565784081,83.71212121212122,89.29503713572016
2484,CASANARE,2012,4,0.0,0.0,27.94761904761905,26.355622002965255,17.904761904761905,47.625073619490095
2485,CAUCA,2012,4,3.600000000000001,146.0,10.811340206185566,10.585206554237745,72.95495495495496,77.53539637777317
2486,CESAR,2012,4,0.0,0.0,23.549295774647884,24.028985337953657,74.4,81.77398939530904
2487,CHOCO,2012,4,148.70000000000002,1035.6000000000001,,26.617524029636318,,
2488,CORDOBA,2012,4,0.0,384.0,12.030232558139536,16.34454480859428,,
2489,CUNDINAMARCA,2012,4,8.599999999999996,1732.5,13.68142292490119,12.556771666869052,,
2490,GUAINIA,2012,4,0.0,0.0,,,,
2491,GUAVIARE,2012,4,0.0,0.0,,,,
2492,HUILA,2012,4,27.4,487.9000000000001,11.878823529411765,12.580397257893557,,
2493,LA GUAJIRA,2012,4,60.79999999999999,923.5999999999999,26.27916666666667,27.39462019845701,,
2494,MAGDALENA,2012,4,0.0,0.9999999999999999,25.195833333333336,25.551719839360164,,
2495,META,2012,4,0.0,0.0,19.196666666666665,18.10422992296861,,
2496,NARINO,2012,4,0.0,0.0,12.764705882352944,13.996606067537176,,
2497,NORTE DE SANTANDER,2012,4,19.9,700.7,22.695238095238096,26.94515650745957,,
2498,PUTUMAYO,2012,4,0.0,0.0,23.79365079365079,24.184784134401642,,
2499,QUINDIO,2012,4,0.0,0.0,19.8,18.950457290294246,,
2500,RISARALDA,2012,4,0.0,0.0,10.662903225806453,11.99341632178191,,
2501,SAN ANDRES PROVIDENCIA,2012,4,0.0,0.0,,,,
2502,SANTANDER,2012,4,5.6,717.4,18.66987951807229,16.915097740902223,,
2503,SUCRE,2012,4,0.0,0.0,25.68125000000001,24.688092307692305,,
2504,TOLIMA,2012,4,10.8,1215.9,13.672649572649576,18.320177205675197,,
2505,VALLE DEL CAUCA,2012,4,0.0,0.0,18.277575757575757,19.73679830621057,,
2506,VAUPES,2012,4,0.0,0.0,,,,
2507,VICHADA,2012,4,0.0,0.0,,,,
2508,AMAZONAS,2012,5,0.0,0.0,,25.66027115474521,98.25,0.4172744273024778
2509,ANTIOQUIA,2012,5,70.8,713.4000000000001,19.276433121019107,17.518455024097644,80.55405405405405,68.10181379550443
2510,ARAUCA,2012,5,0.0,0.0,,,,
2511,ATLANTICO,2012,5,0.0,0.0,26.33333333333333,2.6823733583489684,0.0,0.04081632653061224
2512,BOGOTA,2012,5,31.200000000000006,751.0999999999999,16.103186221743815,14.72957575098974,73.14828446662507,74.50393751423293
2513,BOLIVAR,2012,5,0.0,111.40000000000002,,27.341793387596475,,30.139554371691595
2514,BOYACA,2012,5,41.2,528.5000000000001,13.45446009389671,14.966155689066774,73.74660633484163,72.71471273184146
2515,CALDAS,2012,5,0.0,0.0,3.214857142857143,7.8069681888459055,89.63636363636364,90.55020579938062
2516,CAQUETA,2012,5,0.0,0.0,25.51641791044776,23.84991009502115,83.05970149253731,89.13713638645463
2517,CASANARE,2012,5,0.0,0.0,27.05531914893617,25.042887812670422,17.659574468085108,54.18975846807655
2518,CAUCA,2012,5,0.1,66.6,11.634736842105266,10.701708482832577,73.48245614035088,73.75963613004967
2519,CESAR,2012,5,0.0,0.0,23.929166666666664,24.383268747054828,68.19444444444444,84.45055201083389
2520,CHOCO,2012,5,133.2,999.0,,26.54376757143965,,
2521,CORDOBA,2012,5,0.7999999999999999,384.40000000000003,6.064516129032258,13.923389671745788,,
2522,CUNDINAMARCA,2012,5,14.499999999999998,951.0000000000001,13.922594142259411,13.427308881373612,,
2523,GUAINIA,2012,5,0.0,0.0,,,,
2524,GUAVIARE,2012,5,0.0,0.0,,,,
2525,HUILA,2012,5,5.199999999999999,3554.399999999999,13.05952380952381,10.556712103368907,,
2526,LA GUAJIRA,2012,5,66.19999999999999,781.3999999999999,26.51063829787234,28.094458006693426,,
2527,MAGDALENA,2012,5,0.0,197.4,25.494444444444447,25.70613048224101,,
2528,META,2012,5,0.0,0.0,19.15977011494253,17.99350612877331,,
2529,NARINO,2012,5,0.0,0.0,12.915957446808513,15.105475535709328,,
2530,NORTE DE SANTANDER,2012,5,9.0,193.3,22.164705882352937,28.22549711410363,,
2531,PUTUMAYO,2012,5,0.0,0.0,24.0719298245614,23.219470489410817,,
2532,QUINDIO,2012,5,0.0,0.0,19.359090909090902,21.029406387715657,,
2533,RISARALDA,2012,5,0.0,0.0,10.22,12.958946853248486,,
2534,SAN ANDRES PROVIDENCIA,2012,5,0.0,0.0,,,,
2535,SANTANDER,2012,5,36.9,656.2,19.08604651162791,15.917576396602849,,
2536,SUCRE,2012,5,0.0,0.0,23.917142857142856,25.045681409040043,,
2537,TOLIMA,2012,5,26.60000000000001,742.9000000000002,13.680000000000003,17.329209195969625,,
2538,VALLE DEL CAUCA,2012,5,0.0,0.0,18.494512195121956,19.761339148769483,,
2539,VAUPES,2012,5,0.0,0.0,,,,
2540,VICHADA,2012,5,0.0,0.0,,,,
2541,AMAZONAS,2012,6,0.0,0.0,6.3125,25.085837692056227,92.58333333333331,0.4900584795321638
2542,ANTIOQUIA,2012,6,59.000000000000014,751.2999999999998,19.293333333333333,19.17383942097525,77.27096774193548,74.45805902235323
2543,ARAUCA,2012,6,0.0,0.0,,,,
2544,ATLANTICO,2012,6,0.0,0.0,25.879166666666663,10.741435097886901,0.0,0.0
2545,BOGOTA,2012,6,85.10000000000004,2959.9999999999995,15.153653471771577,14.418254877106998,78.64558490566034,72.29001564174415
2546,BOLIVAR,2012,6,0.0,63.2,,28.054778216015176,,82.73422746378124
2547,BOYACA,2012,6,0.6,355.8,14.179816513761462,15.011571093207454,72.9608695652174,74.16153241958185
2548,CALDAS,2012,6,0.0,0.0,3.42486187845304,8.698931993210321,92.0972972972973,81.41546714976542
2549,CAQUETA,2012,6,0.0,0.0,25.015151515151523,23.832499764967377,86.45454545454545,88.19510528310157
2550,CASANARE,2012,6,0.0,0.0,27.39111111111111,24.5,17.155555555555555,61.0
2551,CAUCA,2012,6,7.6,94.49999999999997,11.139130434782611,12.058470081790126,76.5137614678899,63.30382908720605
2552,CESAR,2012,6,0.0,149.80000000000004,23.8875,25.275545348292642,68.95833333333333,79.93177899026642
2553,CHOCO,2012,6,41.100000000000016,1088.0,,26.630847170158074,,
2554,CORDOBA,2012,6,0.0,346.40000000000003,13.697959183673465,11.37266338084668,,
2555,CUNDINAMARCA,2012,6,13.699999999999996,792.1,13.736111111111107,15.364633038472427,,
2556,GUAINIA,2012,6,0.0,0.0,,25.385714285714283,,
2557,GUAVIARE,2012,6,0.0,0.0,,,,
2558,HUILA,2012,6,19.5,7074.7,11.90813953488372,10.983372247155925,,
2559,LA GUAJIRA,2012,6,81.80000000000001,610.0000000000001,25.910416666666663,28.532852014808935,,
2560,MAGDALENA,2012,6,0.0,64.69999999999999,25.27638888888889,26.232306170373338,,
2561,META,2012,6,0.0,0.0,18.37439024390244,14.129339145359873,,
2562,NARINO,2012,6,0.0,0.0,12.705208333333331,15.439147420400689,,
2563,NORTE DE SANTANDER,2012,6,1.5000000000000002,110.9,21.46363636363636,29.178675827414384,,
2564,PUTUMAYO,2012,6,0.0,0.0,23.80196078431373,26.177179625840907,,
2565,QUINDIO,2012,6,0.0,0.0,19.38636363636364,22.28533526504007,,
2566,RISARALDA,2012,6,0.0,0.0,11.33235294117647,13.159806882922824,,
2567,SAN ANDRES PROVIDENCIA,2012,6,0.0,0.0,,,,
2568,SANTANDER,2012,6,17.200000000000006,655.3000000000002,19.335051546391757,16.082900927872597,,
2569,SUCRE,2012,6,0.0,0.0,24.732,21.976397965645674,,
2570,TOLIMA,2012,6,79.59999999999998,322.20000000000005,13.600847457627117,17.375501282324926,,
2571,VALLE DEL CAUCA,2012,6,0.0,0.0,18.416763005780343,19.01609781934586,,
2572,VAUPES,2012,6,0.0,0.0,,,,
2573,VICHADA,2012,6,0.0,0.0,,,,
2574,AMAZONAS,2012,7,0.0,0.0,,20.96224370144426,91.66666666666669,0.31981063388847397
2575,ANTIOQUIA,2012,7,23.500000000000007,514.4000000000001,19.330357142857142,19.774971152689172,76.8625,71.89708910787023
2576,ARAUCA,2012,7,0.0,0.0,,,,
2577,ATLANTICO,2012,7,0.0,0.0,26.09166666666667,26.525887294310547,0.0,0.0
2578,BOGOTA,2012,7,20.3,1294.1000000000001,15.40670528109029,14.126952063571514,75.81946095917556,76.35983685830733
2579,BOLIVAR,2012,7,0.0,148.70000000000002,,28.229176039011133,,81.52653346300414
2580,BOYACA,2012,7,0.2,272.4,13.815492957746478,12.91905748431685,69.37053571428571,81.06421612225189
2581,CALDAS,2012,7,0.0,0.0,4.044910179640718,8.026145487620367,88.8804347826087,82.11395063679845
2582,CAQUETA,2012,7,0.0,0.0,26.10909090909091,23.558128871549755,82.25757575757575,88.28273929138223
2583,CASANARE,2012,7,0.0,0.0,27.597826086956523,27.006394070474038,14.0,79.51618578755611
2584,CAUCA,2012,7,0.4,81.10000000000001,12.019230769230766,13.862499395958684,75.14141414141415,62.53297570026155
2585,CESAR,2012,7,0.0,107.39999999999999,23.884722222222223,25.988555393226516,67.08333333333333,74.31002276243721
2586,CHOCO,2012,7,127.49999999999996,1159.1999999999998,,26.65152198784249,,
2587,CORDOBA,2012,7,0.0,216.69999999999996,13.80204081632653,12.053262782191522,,
2588,CUNDINAMARCA,2012,7,22.099999999999994,1185.6000000000001,13.784399999999998,14.19673871503243,,
2589,GUAINIA,2012,7,0.0,0.0,,26.76,,
2590,GUAVIARE,2012,7,0.0,0.0,,,,
2591,HUILA,2012,7,7.9,5281.2,12.685882352941176,14.985537893626033,,
2592,LA GUAJIRA,2012,7,74.79999999999997,500.6999999999998,26.74166666666667,28.893597554528114,,
2593,MAGDALENA,2012,7,0.0,11.399999999999999,25.56805555555556,25.347146311378033,,
2594,META,2012,7,0.0,0.0,19.5978021978022,12.876969125208094,,
2595,NARINO,2012,7,0.0,0.0,13.069306930693068,15.726597782591394,,
2596,NORTE DE SANTANDER,2012,7,1.0,103.09999999999998,21.78611111111111,27.675507899066805,,
2597,PUTUMAYO,2012,7,0.0,0.0,23.622222222222224,23.910846600724398,,
2598,QUINDIO,2012,7,0.0,0.0,20.330434782608695,22.333079507462806,,
2599,RISARALDA,2012,7,0.0,0.0,11.134375,9.92444216802148,,
2600,SAN ANDRES PROVIDENCIA,2012,7,0.0,0.0,,,,
2601,SANTANDER,2012,7,0.2,465.00000000000006,19.65000000000001,17.401999420033928,,
2602,SUCRE,2012,7,0.0,0.0,24.899999999999995,23.931394712941067,,
2603,TOLIMA,2012,7,25.30000000000002,338.3,14.172649572649574,16.2057083218624,,
2604,VALLE DEL CAUCA,2012,7,0.0,0.0,19.14127906976744,17.464714895719172,,
2605,VAUPES,2012,7,0.0,0.0,,,,
2606,VICHADA,2012,7,0.0,0.0,,,,
2607,AMAZONAS,2012,8,0.0,0.0,0.5555555555555556,0.658094758776577,98.7391304347826,26.036854050490994
2608,ANTIOQUIA,2012,8,1.1,879.1,19.559756097560975,19.297285088442226,73.94771241830065,75.22243087116897
2609,ARAUCA,2012,8,0.0,0.0,,,,
2610,ATLANTICO,2012,8,0.0,0.0,25.941666666666663,25.77086836608083,0.0,0.0
2611,BOGOTA,2012,8,31.00000000000001,1142.4,15.10895813047712,14.220153751085606,78.79879199697999,75.87558535019862
2612,BOLIVAR,2012,8,0.0,157.5,,27.466956600163126,,84.64885893092415
2613,BOYACA,2012,8,0.5,379.6000000000001,13.36143497757848,11.11579875243873,69.73303167420815,77.03010992060497
2614,CALDAS,2012,8,0.0,0.0,3.923255813953489,8.07053128754232,89.5054347826087,78.3197209146281
2615,CAQUETA,2012,8,0.0,0.0,25.575,24.171525452140795,85.45588235294117,86.5834128312609
2616,CASANARE,2012,8,0.0,0.0,26.951111111111118,25.492548715535857,16.333333333333332,2.6019427386682574
2617,CAUCA,2012,8,8.799999999999995,73.0,11.687356321839076,14.85959138781627,75.28703703703704,66.09808958222837
2618,CESAR,2012,8,0.0,196.0,24.156944444444445,25.00467561563423,63.16666666666666,82.91718688059105
2619,CHOCO,2012,8,214.50000000000003,1217.6999999999998,,26.414783481755318,,
2620,CORDOBA,2012,8,0.0,285.90000000000003,13.622448979591836,12.565164304965576,,
2621,CUNDINAMARCA,2012,8,11.0,956.1000000000001,13.645967741935486,14.48761313951773,,
2622,GUAINIA,2012,8,0.0,0.0,,,,
2623,GUAVIARE,2012,8,0.0,0.0,,,,
2624,HUILA,2012,8,16.399999999999995,5288.999999999999,11.87261904761905,15.455570041275895,,
2625,LA GUAJIRA,2012,8,111.0,592.0999999999998,26.504166666666677,28.689864075018363,,
2626,MAGDALENA,2012,8,0.0,69.00000000000001,25.52916666666666,24.447600410764032,,
2627,META,2012,8,0.0,0.0,19.297752808988765,14.138494825472346,,
2628,NARINO,2012,8,0.0,0.0,12.628571428571426,15.553055977498358,,
2629,NORTE DE SANTANDER,2012,8,5.1,258.9,22.1421052631579,23.34969279587656,,
2630,PUTUMAYO,2012,8,0.0,0.0,22.94426229508197,23.47250698549109,,
2631,QUINDIO,2012,8,0.0,0.0,21.21304347826087,21.258951441596942,,
2632,RISARALDA,2012,8,0.0,0.0,11.6,8.55725850024411,,
2633,SAN ANDRES PROVIDENCIA,2012,8,0.0,0.0,,,,
2634,SANTANDER,2012,8,1.6,558.9000000000001,19.076404494382025,20.212477902364558,,
2635,SUCRE,2012,8,0.0,0.0,23.923076923076923,6.353800865800866,,
2636,TOLIMA,2012,8,72.79999999999995,9579.7,13.752991452991452,16.945818863554422,,
2637,VALLE DEL CAUCA,2012,8,0.0,0.0,18.640828402366864,16.798505866445954,,
2638,VAUPES,2012,8,0.0,0.0,,,,
2639,VICHADA,2012,8,0.0,0.0,,,,
