,Departamento,Year,Month/Day,Rain_day,Rain_month,Temp_day,Temp_month,Humi_day,Humi_month
4717,VAUPES,2017,11,0.0,284.32999999999987,,,,
4718,VICHADA,2017,11,0.0,0.0,,,,
4719,AMAZONAS,2017,12,0.0,1872.25,25.176,25.46823583171551,84.92,89.53248502150203
4720,ANTIOQUIA,2017,12,0.1,3306.1919999999996,19.492508143322475,20.541760763614516,78.15161290322581,76.87319868428068
4721,ARAUCA,2017,12,0.0,1196.1,2.275,3.553973755908326,95.27666666666669,70.1541426363976
4722,ATLANTICO,2017,12,0.0,159.72,26.681249999999995,28.14786913567806,81.97916666666667,80.66264469480532
4723,BOGOTA,2017,12,0.2,257.90000000000003,12.692499999999995,13.099358477742651,78.94117647058823,73.29198903367667
4724,BOLIVAR,2017,12,7.5,1741.5900000000004,26.49333333333333,27.648910348785776,72.34166666666667,81.03798607798493
4725,BOYACA,2017,12,14.499999999999996,1262.4400000000003,14.97537313432836,17.378583567217408,66.13818181818182,73.68081374974274
4726,CALDAS,2017,12,0.0,2765.0,8.062032085561498,19.696103531585706,90.13612565445028,78.5207642472982
4727,CAQUETA,2017,12,0.0,147.0,25.654166666666672,24.106965076979375,79.16923076923077,73.81724576356228
4728,CASANARE,2017,12,0.0,94.0,27.75555555555556,24.000405046978916,32.19444444444444,71.08537350091686
4729,CAUCA,2017,12,1.7000000000000002,2328.9000000000005,17.69270833333333,18.927003049698957,76.88068181818181,77.04895312620401
4730,CESAR,2017,12,0.0,158.69000000000005,26.1275,25.724427700704545,,
4731,CHOCO,2017,12,0.6,1269.3000000000002,23.63571428571428,20.553956457975815,,
4732,CORDOBA,2017,12,0.0,4670.736,26.9,21.184170321812882,,
4733,CUNDINAMARCA,2017,12,61.60000000000002,3383.399999999999,13.893199381761978,18.193133811681996,,
4734,GUAINIA,2017,12,0.0,41.099999999999994,,27.238987665773386,,
4735,GUAVIARE,2017,12,0.0,0.0,,,,
4736,HUILA,2017,12,24.6,1301.6,19.933333333333337,19.565140781967415,,
4737,LA GUAJIRA,2017,12,2.37,5.5,26.76749999999999,27.289816063177927,,
4738,MAGDALENA,2017,12,0.0,2695.349999999999,26.28690476190477,24.217153707971516,,
4739,META,2017,12,0.0,273.5,26.05974025974025,26.582043648335944,,
4740,NARINO,2017,12,0.0,2450.999,16.672392638036815,19.052362490074373,,
4741,NORTE DE SANTANDER,2017,12,3.300000000000001,551.4400000000002,21.33888888888889,17.716478955753033,,
4742,PUTUMAYO,2017,12,0.0,227.50000000000003,23.716666666666665,24.017388323156467,,
4743,QUINDIO,2017,12,0.0,942.2830000000002,18.88958333333333,20.548657785627512,,
4744,RISARALDA,2017,12,0.0,1166.8220000000001,14.454166666666667,20.687700401537725,,
4745,SAN ANDRES PROVIDENCIA,2017,12,135.10000000000002,1785.4899999999993,26.516666666666666,23.937694936254648,,
4746,SANTANDER,2017,12,6.499999999999999,974.39,17.842553191489362,19.32103984433522,,
4747,SUCRE,2017,12,0.0,134.63,25.667346938775506,25.063892328936433,,
4748,TOLIMA,2017,12,72.00000000000001,1983.1999999999998,15.673033707865164,19.676430171783924,,
4749,VALLE DEL CAUCA,2017,12,0.0,2193.0229999999997,21.87762237762237,20.256021539238983,,
4750,VAUPES,2017,12,0.0,76.72,,,,
4751,VICHADA,2017,12,0.0,0.0,,,,
4752,AMAZONAS,2018,1,21.62,68.87000000000003,23.82333333333334,25.116956739795445,94.04166666666669,89.36926917168852
4753,ANTIOQUIA,2018,1,299.16200000000003,5425.4169999999995,19.975851791549303,20.28770701093779,79.47170742743312,77.59812037557279
4754,ARAUCA,2018,1,57.8,659.2999999999998,2.527777777777777,3.198192994258207,87.34444444444443,76.8546567098807
4755,ATLANTICO,2018,1,16.68,251.0,27.46805555555556,27.826173290770235,85.93055555555556,81.25440707248197
4756,BOGOTA,2018,1,2.900000000000001,175.49999999999997,12.51083333333333,12.706716884718608,83.46019417475729,72.1260711687561
4757,BOLIVAR,2018,1,55.14000000000002,122.18000000000004,27.19285714285714,27.658298052812444,82.73684210526316,81.09259776653273
4758,BOYACA,2018,1,84.0,1080.5,16.70871402147971,17.559469858068184,84.01422685628744,75.74130539296154
4759,CALDAS,2018,1,117.50000000000004,2290.2999999999997,17.90147577764423,19.373950821746345,82.89560100811372,77.65901725732812
4760,CAQUETA,2018,1,0.0,0.1,25.304166666666664,25.83057167794297,85.9047619047619,76.25105811379063
4761,CASANARE,2018,1,4.100000000000001,114.79999999999998,22.490839999999995,23.864715181763962,84.37970290780144,69.74041132716006
4762,CAUCA,2018,1,146.7,1583.4000000000003,16.193120478380866,18.383629750329618,87.14598599777035,77.91733232953128
4763,CESAR,2018,1,129.95000000000002,339.24000000000007,25.468681136125657,26.102612462588887,,
4764,CHOCO,2018,1,90.2,1103.3000000000002,18.81473570270269,20.14862403584036,,
4765,CORDOBA,2018,1,304.73999999999995,9014.62,19.46376811594203,21.642298664196353,,
4766,CUNDINAMARCA,2018,1,202.3999999999999,2330.5999999999995,17.189026022999524,18.119087902395794,,
4767,GUAINIA,2018,1,1.6000000000000003,124.6,26.89583333333334,26.73007830762038,,
4768,GUAVIARE,2018,1,0.0,0.0,,,,
4769,HUILA,2018,1,76.30000000000001,894.1000000000001,17.792428601332066,19.258872645579068,,
4770,LA GUAJIRA,2018,1,1.4,9.699999999999998,27.12191780821918,27.45191704096667,,
4771,MAGDALENA,2018,1,9.52,217.25000000000003,22.83030577342048,24.021740323291485,,
4772,META,2018,1,40.80000000000001,274.7,24.22222222222221,26.272497790543532,,
4773,NARINO,2018,1,130.08300000000003,1893.7719999999997,17.202483292806487,18.53316300648861,,
4774,NORTE DE SANTANDER,2018,1,65.04000000000003,630.25,18.12535151422765,17.412256058703953,,
4775,PUTUMAYO,2018,1,16.099999999999998,382.00000000000006,21.78125,23.137028516664714,,
4776,QUINDIO,2018,1,38.80000000000001,417.90000000000003,17.831653066666657,20.257609016808722,,
4777,RISARALDA,2018,1,147.04799999999992,839.4839999999999,15.4,19.92169046328937,,
4778,SAN ANDRES PROVIDENCIA,2018,1,1.43,1099.1200000000001,27.358333333333334,25.34312332954588,,
4779,SANTANDER,2018,1,61.45000000000001,883.2100000000003,18.082472304687496,19.22373313910768,,
4780,SUCRE,2018,1,5.499999999999999,254.71000000000004,22.84027777777778,25.658794921207075,,
4781,TOLIMA,2018,1,208.2,1834.8000000000002,18.69904622427536,19.72356886133647,,
4782,VALLE DEL CAUCA,2018,1,254.617,1524.2980000000002,18.64329909984277,20.12559674079475,,
4783,VAUPES,2018,1,0.0,32.6,,,,
4784,VICHADA,2018,1,0.0,0.0,,,,
4785,AMAZONAS,2018,2,5.919999999999998,253.12000000000006,26.36666666666667,25.349609681743647,86.375,90.21559674937096
4786,ANTIOQUIA,2018,2,165.89500000000004,7999.725000000001,19.69687898748578,20.863651221505815,81.36877100472812,74.31066804182686
4787,ARAUCA,2018,2,39.2,769.2000000000002,1.9,3.922123887732416,97.0086956521739,73.59853241850142
4788,ATLANTICO,2018,2,8.459999999999997,2827.23,27.33749999999999,26.94807267171004,87.88888888888889,74.27978134507529
4789,BOGOTA,2018,2,14.99999999999999,120.5,11.93,13.673273105409262,84.9181818181818,74.85627070644338
4790,BOLIVAR,2018,2,10.47,15.380000000000003,26.885000000000005,27.039732670247723,85.44303797468355,76.01978916484894
4791,BOYACA,2018,2,102.39999999999996,5061.799999999999,15.771895188235296,18.037671687733276,87.86673346709469,71.76430072977632
4792,CALDAS,2018,2,21.0,2142.1000000000004,17.34021430983412,19.877819901746737,81.37186532694267,76.29344868400385
4793,CAQUETA,2018,2,0.0,0.1,26.049999999999997,27.07757858083945,77.70588235294117,69.39139720360095
4794,CASANARE,2018,2,53.5,1.0,23.8125,24.189752932922797,90.1875,59.50339030745123
4795,CAUCA,2018,2,32.90000000000002,1925.8999999999996,17.75189985494107,19.061437578646405,79.41902152310924,76.3120871407124
4796,CESAR,2018,2,31.730000000000025,7.600000000000001,25.34036013333333,26.30346396509457,,
4797,CHOCO,2018,2,35.100000000000016,624.9999999999999,19.51305690954774,21.23361793718141,,
4798,CORDOBA,2018,2,620.9400000000003,32757.53,19.26056338028169,22.875759762624664,,
4799,CUNDINAMARCA,2018,2,138.20000000000002,3398.9,17.041522975728157,18.22709971947846,,
4800,GUAINIA,2018,2,13.899999999999997,37.400000000000006,25.337499999999995,27.37232142857143,,
4801,GUAVIARE,2018,2,0.0,0.0,,,,
4802,HUILA,2018,2,4.900000000000002,1025.3999999999999,19.55979293308891,19.755402258188134,,
4803,LA GUAJIRA,2018,2,4.2,16.485,26.22,26.64209917030389,,
4804,MAGDALENA,2018,2,35.520000000000024,80.21,22.538973138833,25.104874101578417,,
4805,META,2018,2,8.799999999999999,6.1,23.68333333333333,27.536949421744897,,
4806,NARINO,2018,2,72.66499999999998,1477.072,17.86475669902912,19.019403621514552,,
4807,NORTE DE SANTANDER,2018,2,136.20999999999998,168.11999999999995,18.591014186991867,16.231471811676577,,
4808,PUTUMAYO,2018,2,0.1,335.29999999999995,23.8125,24.027100196577244,,
4809,QUINDIO,2018,2,0.8999999999999999,689.0,18.685748366666665,21.03550530835225,,
4810,RISARALDA,2018,2,8.822999999999995,840.8230000000001,16.315454545454546,20.66532653904539,,
4811,SAN ANDRES PROVIDENCIA,2018,2,0.6,6954.200000000001,27.329166666666666,18.110620392708576,,
4812,SANTANDER,2018,2,119.20999999999998,403.73999999999995,17.44782532364597,19.616460442061303,,
4813,SUCRE,2018,2,96.06,1.57,21.071428571428573,24.094995867019204,,
4814,TOLIMA,2018,2,15.699999999999998,2398.6,19.45259355627769,19.850405319750752,,
4815,VALLE DEL CAUCA,2018,2,58.36900000000003,1435.6209999999999,20.21507550530869,20.84131745627243,,
4816,VAUPES,2018,2,8.6,50.0,,,,
4817,VICHADA,2018,2,0.0,0.0,,,,
4818,AMAZONAS,2018,3,0.1,290.4200000000001,27.13076923076923,26.369525057383992,83.45833333333333,88.26333237147439
4819,ANTIOQUIA,2018,3,292.087,2542.583000000001,20.185608461898084,21.50989555640564,79.62100117590363,73.78233535058202
4820,ARAUCA,2018,3,23.5,1250.4,2.008695652173913,3.3992787360807686,97.03478260869566,84.11668113102114
4821,ATLANTICO,2018,3,5.6,1417.8900000000003,26.78472222222223,27.610695691862016,87.375,76.79411557756539
4822,BOGOTA,2018,3,0.3,357.20000000000005,12.905,13.619196000509627,71.74095238095238,76.27644207422487
4823,BOLIVAR,2018,3,0.7,77.55000000000001,26.828571428571436,28.09893327277299,84.56043956043956,77.51666105108268
4824,BOYACA,2018,3,11.4,4851.1,17.705960749697702,18.34477623797592,79.81925436005625,74.58076556662094
4825,CALDAS,2018,3,143.6999999999999,2917.8999999999996,19.467022408759124,20.882952594133215,76.82914843885209,75.42599867293343
4826,CAQUETA,2018,3,0.0,53.800000000000004,27.041666666666668,26.07162636519164,70.23529411764706,77.48635360336493
4827,CASANARE,2018,3,0.1,166.20000000000002,25.991666666666664,25.127340739576056,83.29166666666667,62.69672333952103
4828,CAUCA,2018,3,29.50000000000001,1319.8000000000002,18.34206751865672,19.625008051912026,76.69512145061726,74.56481052920891
4829,CESAR,2018,3,0.34,117.92,25.89773122380952,27.246088822971153,,
4830,CHOCO,2018,3,54.800000000000026,796.3000000000002,19.84662691011236,20.622918305111014,,
4831,CORDOBA,2018,3,365.54999999999984,23278.759999999995,18.72361111111111,20.650344657790363,,
4832,CUNDINAMARCA,2018,3,81.69999999999995,4414.699999999999,18.19010785148515,18.628368285627705,,
4833,GUAINIA,2018,3,0.0,228.8,26.683333333333334,27.154838709677414,,
4834,GUAVIARE,2018,3,0.0,0.0,,,,
4835,HUILA,2018,3,46.60000000000004,971.1000000000001,18.99450139227642,20.114374439735187,,
4836,LA GUAJIRA,2018,3,1.0,22.3,27.08333333333333,27.249021154209366,,
4837,MAGDALENA,2018,3,5.26,33.059999999999995,22.6617588747346,25.186858269107873,,
4838,META,2018,3,0.2,810.8000000000001,26.15416666666667,27.146242661383624,,
4839,NARINO,2018,3,32.617000000000004,2076.498,19.206551072164935,19.576770820512053,,
4840,NORTE DE SANTANDER,2018,3,5.989999999999998,777.9000000000001,18.79279711661808,17.495971696105958,,
4841,PUTUMAYO,2018,3,27.1,436.69999999999993,23.429166666666664,23.54464269647325,,
4842,QUINDIO,2018,3,26.000000000000007,483.40000000000003,20.218355487179483,21.293825078293914,,
4843,RISARALDA,2018,3,13.415,1002.3260000000001,19.002588700000004,20.287134687979222,,
4844,SAN ANDRES PROVIDENCIA,2018,3,15.479999999999997,4527.73,26.2625,22.284669040052343,,
4845,SANTANDER,2018,3,38.12000000000001,2146.4,17.989137654584216,19.622781772734683,,
4846,SUCRE,2018,3,20.890000000000004,94.17000000000002,22.277777777777786,28.709075342635813,,
4847,TOLIMA,2018,3,88.49999999999997,2439.1,19.76119697261567,20.44255964500005,,
4848,VALLE DEL CAUCA,2018,3,74.56,2194.9680000000003,20.528052030015804,21.23427827485179,,
4849,VAUPES,2018,3,0.0,286.8,,,,
4850,VICHADA,2018,3,0.0,0.0,,,,
4851,AMAZONAS,2018,4,0.0,206.84999999999997,26.870370370370367,25.3713180426142,82.875,90.1398194215971
4852,ANTIOQUIA,2018,4,210.87400000000005,4347.066000000001,20.089391484848488,20.26324280351263,78.55233965960981,80.25901164762405
4853,ARAUCA,2018,4,21.300000000000004,725.6999999999999,3.372222222222222,2.847334782950108,75.62777777777778,95.90533375827535
4854,ATLANTICO,2018,4,11.72,13657.859999999999,27.051388888888887,27.82575798853962,88.83333333333333,81.6100513538718
4855,BOGOTA,2018,4,19.3,998.1800000000002,12.583333333333336,13.102492666268457,75.229,81.27142929373585
4856,BOLIVAR,2018,4,0.23,450.51000000000005,27.107142857142847,27.519531211820784,82.73417721518987,82.56989375268293
4857,BOYACA,2018,4,27.800000000000004,7195.7,17.657432500000002,16.932533761246514,79.73003016516519,76.65953491752839
4858,CALDAS,2018,4,153.4,3500.5999999999995,18.92082067679102,19.59777797496131,75.77963399301231,77.46994831267857
4859,CAQUETA,2018,4,0.0,526.9000000000001,27.129166666666663,23.75576684397163,68.11764705882354,87.72887393809306
4860,CASANARE,2018,4,0.0,587.5,25.31528015384616,22.840411569035883,68.55244215384616,79.35174591675501
4861,CAUCA,2018,4,39.40000000000002,1895.2000000000007,18.91618316373728,18.870079323169943,74.64930565944883,75.22455496876354
4862,CESAR,2018,4,47.81000000000001,298.37000000000006,25.319527657142853,24.049528468013197,,
4863,CHOCO,2018,4,52.00000000000001,1447.1000000000001,19.877930000000003,22.020324306336825,,
4864,CORDOBA,2018,4,343.69,22707.949999999993,20.468656716417904,22.05214582805102,,
4865,CUNDINAMARCA,2018,4,154.39999999999998,5943.700000000002,18.236628577235773,18.0404730285352,,
4866,GUAINIA,2018,4,0.0,360.0000000000001,27.45833333333333,25.40241681929182,,
4867,GUAVIARE,2018,4,0.0,0.0,,,,
4868,HUILA,2018,4,8.0,1650.000000000001,19.847379087171063,18.776967992739518,,
4869,LA GUAJIRA,2018,4,1.8,208.391,26.93194444444444,28.40455254446977,,
4870,MAGDALENA,2018,4,12.039999999999996,139.43,22.52983819599109,24.88249407017959,,
4871,META,2018,4,0.0,2543.7000000000003,27.41527777777777,24.619262169615784,,
4872,NARINO,2018,4,19.193,3397.777,19.325135226804125,18.818352272265237,,
4873,NORTE DE SANTANDER,2018,4,39.720000000000006,992.0900000000001,18.603448875552285,16.549601695354372,,
4874,PUTUMAYO,2018,4,0.0,619.4,24.500000000000004,22.582189716312055,,
4875,QUINDIO,2018,4,29.20000000000001,1010.3829999999998,20.890765552721085,20.090607470980384,,
4876,RISARALDA,2018,4,32.613,1774.854,22.388263419847327,19.45548416135227,,
4877,SAN ANDRES PROVIDENCIA,2018,4,31.53000000000001,7251.780000000001,26.84583333333333,21.60465831190304,,
4878,SANTANDER,2018,4,63.11000000000003,2298.05,19.31187942989214,18.646360271136423,,
4879,SUCRE,2018,4,2.67,344.38,25.68548387096774,27.664132166100345,,
4880,TOLIMA,2018,4,117.59999999999997,2619.3,19.7648078308322,19.65332663053201,,
4881,VALLE DEL CAUCA,2018,4,40.42300000000004,2431.816,20.254818406817336,20.23794211338435,,
4882,VAUPES,2018,4,0.0,312.6,,,,
4883,VICHADA,2018,4,0.0,0.0,,,,
4884,AMAZONAS,2018,5,0.6300000000000001,393.03999999999996,26.89642857142857,25.12387297134843,83.33333333333333,91.02653108929407
4885,ANTIOQUIA,2018,5,84.76499999999997,5343.236,19.75537400077161,20.539242512637877,81.8758203524416,81.17073122893477
4886,ARAUCA,2018,5,17.1,980.8999999999999,3.115384615384616,3.0164513871796483,76.3153846153846,94.72843309028285
4887,ATLANTICO,2018,5,5.18,17668.79,27.931944444444447,27.650782203879636,85.44444444444444,87.96225116259079
4888,BOGOTA,2018,5,6.0,718.4600000000002,13.303333333333333,13.481922217958864,77.44326923076925,80.63555273206342
4889,BOLIVAR,2018,5,0.1,1357.26,27.570707070707066,27.416532258064514,83.1219512195122,85.71472205365654
4890,BOYACA,2018,5,38.70000000000001,9106.899999999998,18.183033341584164,17.9837967735662,76.31630413333332,79.21313344871467
4891,CALDAS,2018,5,135.79999999999995,4207.1,19.689887448335647,19.797722444097012,76.62667759234952,79.12652662408553
4892,CAQUETA,2018,5,0.0,596.6999999999999,27.41935483870968,22.05317786419038,71.28,65.78173963913524
4893,CASANARE,2018,5,0.0,1798.6,24.207645128205133,23.104821140547752,70.25197169871798,81.97448997158178
4894,CAUCA,2018,5,82.4,2811.4,18.128359426987064,18.843563161309973,77.51003770977294,78.41501911221751
4895,CESAR,2018,5,6.609999999999999,1339.9800000000005,25.879630424999995,22.946714530715916,,
4896,CHOCO,2018,5,14.099999999999994,14663.9,19.54954383977901,25.518293809395747,,
4897,CORDOBA,2018,5,424.99000000000007,4913.24,20.36567164179105,18.93897175305983,,
4898,CUNDINAMARCA,2018,5,89.49999999999999,6584.4000000000015,18.33181057840036,17.610765347424277,,
4899,GUAINIA,2018,5,1.8,416.4,28.325,25.084381720430102,,
4900,GUAVIARE,2018,5,0.0,0.0,,,,
4901,HUILA,2018,5,52.7,1773.0000000000002,18.94876979166666,19.35000229035027,,
4902,LA GUAJIRA,2018,5,0.2,538.206,26.682666666666663,28.495829838520393,,
4903,MAGDALENA,2018,5,6.519999999999999,234.80999999999997,23.54831602247191,26.12894468729455,,
4904,META,2018,5,1.5,3087.3999999999996,26.791666666666668,24.720293869698843,,
4905,NARINO,2018,5,45.89000000000001,4531.7609999999995,18.264009382352945,18.978784764650396,,
4906,NORTE DE SANTANDER,2018,5,58.720000000000006,1363.6,18.179704325874123,17.464796088683144,,
4907,PUTUMAYO,2018,5,31.800000000000004,729.1,23.8625,22.513239247311834,,
4908,QUINDIO,2018,5,1.2,1589.434,20.277571632653064,20.81937972689972,,
4909,RISARALDA,2018,5,14.299999999999995,2117.888,20.59882408056042,19.47746318267642,,
4910,SAN ANDRES PROVIDENCIA,2018,5,16.0,11832.82,27.057692307692317,18.746425249950033,,
4911,SANTANDER,2018,5,22.040000000000006,2337.88,19.3015328515625,18.867197243514504,,
4912,SUCRE,2018,5,0.22,650.8000000000001,26.23064516129032,27.216161286413698,,
4913,TOLIMA,2018,5,46.3,4090.1999999999994,19.60306592600733,19.911678212841963,,
4914,VALLE DEL CAUCA,2018,5,38.80000000000001,3554.6070000000004,20.10860125939176,20.316061470313716,,
4915,VAUPES,2018,5,0.0,465.59999999999997,,,,
4916,VICHADA,2018,5,0.0,0.0,,,,
4917,AMAZONAS,2018,6,0.71,119.0,26.157692307692304,23.15155193236715,87.04166666666667,85.96231884057971
4918,ANTIOQUIA,2018,6,98.72599999999998,3033.906000000001,20.50855885226832,20.944833514366092,76.4874289364407,78.1882707454625
4919,ARAUCA,2018,6,25.2,3107.7,3.4411764705882355,3.9130763491238327,70.63529411764706,95.46637691002842
4920,ATLANTICO,2018,6,7.940000000000001,21068.140000000003,28.19305555555556,28.223080662393162,83.52777777777777,85.65666132478636
4921,BOGOTA,2018,6,7.899999999999999,201.99000000000007,13.07,13.116812145359965,79.70093457943925,74.42795208448698
4922,BOLIVAR,2018,6,0.0,792.8399999999999,27.871428571428567,28.433585139706963,81.6219512195122,84.2991308560951
4923,BOYACA,2018,6,79.1,7696.499999999999,17.680192956730764,17.699616788029175,76.86257722656252,80.3476487865282
4924,CALDAS,2018,6,80.89999999999999,2575.0,19.67246974824356,20.545977658907198,79.68547901328041,79.89287493994665
4925,CAQUETA,2018,6,0.1,1188.8,27.31379310344828,20.679489245132814,76.44827586206897,50.95004092488172
4926,CASANARE,2018,6,0.0,2760.399999999999,23.003252307692307,22.185312530797447,70.53635041666668,86.11836075742181
4927,CAUCA,2018,6,43.90000000000001,1416.4999999999995,18.02839040816326,19.573081369515958,79.31712858250278,68.79141830987942
4928,CESAR,2018,6,0.1,513.49,26.131876771300448,24.504662246928675,,
4929,CHOCO,2018,6,43.000000000000014,12806.7,20.26633917582418,24.15243503421009,,
4930,CORDOBA,2018,6,339.12,1565.7200000000003,20.133823529411767,16.113125933236212,,
4931,CUNDINAMARCA,2018,6,80.00000000000001,3560.3,17.853125718169466,17.907087003116583,,
4932,GUAINIA,2018,6,0.2,470.79999999999995,27.10416666666667,24.67986111111111,,
4933,GUAVIARE,2018,6,0.0,0.0,,,,
4934,HUILA,2018,6,48.20000000000002,1850.1000000000001,18.400488598484856,18.664534273512302,,
4935,LA GUAJIRA,2018,6,0.0,82.603,27.08108108108108,29.136880730785332,,
4936,MAGDALENA,2018,6,5.02,44.069999999999986,23.84208015730337,27.55523752277695,,
4937,META,2018,6,1.7,2573.0999999999995,26.113888888888884,23.68029422150483,,
4938,NARINO,2018,6,74.70999999999998,2254.792,18.747053590243908,19.404003953128147,,
4939,NORTE DE SANTANDER,2018,6,14.329999999999997,921.59,17.331331764550264,17.284225122446387,,
4940,PUTUMAYO,2018,6,4.5,675.3000000000001,23.97916666666667,21.798532168186423,,
4941,QUINDIO,2018,6,6.400000000000001,732.768,20.61287946428571,21.347559221036402,,
4942,RISARALDA,2018,6,41.073000000000015,1983.3919999999996,19.47363413138686,20.397089907863283,,
4943,SAN ANDRES PROVIDENCIA,2018,6,28.43,10812.070000000003,24.527586206896554,20.113749615728782,,
4944,SANTANDER,2018,6,36.84,1633.0000000000002,19.13555455729167,18.88906088665709,,
4945,SUCRE,2018,6,0.2,453.0900000000001,27.62363636363636,28.047158874037642,,
4946,TOLIMA,2018,6,95.40000000000002,1676.7999999999995,18.89854587345552,19.975657945691538,,
4947,VALLE DEL CAUCA,2018,6,40.07400000000001,1501.222,20.0880305018315,21.87288917900388,,
4948,VAUPES,2018,6,0.0,392.79999999999995,,,,
4949,VICHADA,2018,6,0.0,0.0,,,,
4950,AMAZONAS,2018,7,0.3,68.28,23.050000000000004,23.996424731182792,96.5,83.69578853046596
4951,ANTIOQUIA,2018,7,175.6,2747.551,20.27082433033971,21.32670055716782,69.58719262596072,74.15373115019473
4952,ARAUCA,2018,7,14.200000000000005,2308.7000000000003,3.266666666666667,5.459550948982233,68.39999999999999,92.56974267329744
4953,ATLANTICO,2018,7,8.9,24090.390000000007,27.844444444444445,28.244159179962555,82.66666666666667,83.39105768104912
4954,BOGOTA,2018,7,0.1,277.9,12.255833333333335,12.850024736918735,76.99509803921568,62.52230766691378
4955,BOLIVAR,2018,7,3.89,570.5800000000002,27.522,28.563332603149778,80.6625,81.74508925563052
4956,BOYACA,2018,7,14.699999999999996,9130.479999999998,16.683350589101615,17.828914836089243,72.66507052969503,75.49551153710259
4957,CALDAS,2018,7,43.80000000000001,2623.1,19.57930073038869,20.84875876975453,76.02752911048192,76.11113520889702
4958,CAQUETA,2018,7,0.0,419.70000000000005,26.825000000000003,19.719820933988117,67.16,64.35219418050264
4959,CASANARE,2018,7,5.299999999999998,2594.5,23.23583983974359,22.07507999057792,67.97062163461537,85.9461443770362
4960,CAUCA,2018,7,103.59999999999998,1498.9,18.551305532574972,20.014718375403962,79.02612241003273,62.180611155464646
4961,CESAR,2018,7,0.1,255.48,25.506942909090903,26.83712493099733,,
4962,CHOCO,2018,7,20.7,8946.1,21.56242473880597,23.414150852036993,,
4963,CORDOBA,2018,7,316.35,872.88,21.992063492063497,17.342796167251134,,
4964,CUNDINAMARCA,2018,7,21.4,3770.1000000000004,17.78362972069597,18.06777608952741,,
4965,GUAINIA,2018,7,0.0,478.3,27.45833333333333,24.938376577840113,,
4966,GUAVIARE,2018,7,0.0,0.0,,,,
4967,HUILA,2018,7,26.20000000000001,1037.8000000000002,19.13025094065657,18.638815184939137,,
4968,LA GUAJIRA,2018,7,0.0,187.54200000000003,25.844736842105263,29.453302363762628,,
4969,MAGDALENA,2018,7,16.969999999999995,149.76000000000002,23.37862603174603,27.492294591614467,,
4970,META,2018,7,4.3,2859.7999999999997,26.29861111111111,23.81955787364453,,
4971,NARINO,2018,7,157.59399999999997,1888.613,18.752886082272283,19.90640146776062,,
4972,NORTE DE SANTANDER,2018,7,14.829999999999998,640.1300000000001,17.612963418873047,17.74682599106356,,
4973,PUTUMAYO,2018,7,1.6,499.30000000000007,23.597916666666663,21.687334515366434,,
4974,QUINDIO,2018,7,32.50000000000001,564.1139999999999,20.01929550170069,21.600375508574785,,
4975,RISARALDA,2018,7,36.07900000000002,1301.986,19.551172090643263,20.638395058265434,,
4976,SAN ANDRES PROVIDENCIA,2018,7,84.63999999999999,13802.94,22.665517241379305,16.99435011136577,,
4977,SANTANDER,2018,7,30.0,1674.05,18.988705221354163,19.303720093327005,,
4978,SUCRE,2018,7,0.0,366.8,25.12181818181819,28.088145604081156,,
4979,TOLIMA,2018,7,33.900000000000006,1629.2,19.118359371322317,20.25930416895341,,
4980,VALLE DEL CAUCA,2018,7,83.21399999999996,1190.907,20.04416574014909,21.55055381411353,,
4981,VAUPES,2018,7,0.0,412.4,,,,
4982,VICHADA,2018,7,0.0,0.0,,,,
4983,AMAZONAS,2018,8,0.04,0.0,25.028,24.007930107526878,88.60416666666667,84.9717741935484
4984,ANTIOQUIA,2018,8,118.239,3052.086999999999,20.37138157635467,21.45198016612235,73.78878923410971,69.62910723814629
4985,ARAUCA,2018,8,18.8,1776.8,3.1,1.6609500308591518,83.67647058823528,94.22785932329907
4986,ATLANTICO,2018,8,4.73,20625.31,28.062500000000004,28.311466725832165,82.31944444444444,84.47966635797705
4987,BOGOTA,2018,8,18.000000000000004,297.32,12.889166666666666,12.760495766509612,79.5028846153846,61.99257864530947
4988,BOLIVAR,2018,8,0.0,342.66,27.848999999999997,28.724242044717023,79.5625,80.45434945446897
4989,BOYACA,2018,8,53.20000000000001,4776.75,17.610203682758616,17.853954123446446,74.10198436688316,72.55425343783534
4990,CALDAS,2018,8,94.09999999999998,2106.9999999999995,19.205078142677166,20.78469366222382,77.87333503721648,71.23328448928179
4991,CAQUETA,2018,8,0.0,408.7,27.277777777777786,21.70053304633646,74.11111111111111,75.98356005520803
4992,CASANARE,2018,8,0.0,1734.6999999999998,23.97693185897436,22.69366108103399,68.07625086538461,83.63240449880733
4993,CAUCA,2018,8,40.2,474.30000000000007,17.72261170664207,20.836418201830465,79.06833266393443,58.422980540098166
4994,CESAR,2018,8,0.2,513.0600000000001,26.842399333333336,23.339904012456305,,
4995,CHOCO,2018,8,9.000000000000002,8615.3,19.602414005524864,25.892967082904438,,
4996,CORDOBA,2018,8,416.13,1187.9260000000004,20.729850746268657,19.775573981147577,,
4997,CUNDINAMARCA,2018,8,110.09999999999997,2867.4,18.062407874732333,18.230950038614044,,
4998,GUAINIA,2018,8,0.0,487.0,26.23333333333333,25.558333333333326,,
4999,GUAVIARE,2018,8,0.0,0.0,,,,
5000,HUILA,2018,8,9.699999999999998,1082.9999999999998,19.172783907563023,19.056355085617465,,
